sequence,rows,all_changes,any_changes,jaccards
"742,257,61,39,877,1692,41,536,51,291,117,30,276,135,366,358,316,21,324,553,1630,177,538,535,1658,1756,5,1290,372,528,227,245,68,247,923,337,327,1529,547,93,449,24,49,1107,1674,277,168,3172,52,384",1,33.819,33.819,44.41
"742,574,657,853,1905,908,2863,10,2757,46,41,9,208,799,1051,683,589,597,609,1047,35,47,34,633,1061,2146,391,390,1052,38,50,11,17,1729,33,1368,332,1063,1770,1077,1328,389,567,1800,1091,1402,3458,90,649,106",1,14.305,40.945,57.413
"744,27,1006,703,433,190,539,63,991,587,114,529,295,1059,857,1008,252,323,604,645,1015,971,738,559,865,606,620,809,841,120,763,739,755,87,1724,880,99,108,556,969,642,1076,998,1191,1096,1723,565,1064,1243,1134",1,41.026,64.157,32.412
"744,506,39,440,41,983,327,445,78,1595,1174,1311,213,16,27,375,2468,1886,1112,1536,214,1711,761,604,274,2232,1071,1467,116,125,715,1229,862,148,123,172,65,449,1169,754,1317,161,1671,776,1866,1073,1074,10,48,257",1,21.565,21.565,39.225
"744,630,666,1914,106,237,397,758,2507,1593,828,2331,991,900,130,455,1686,759,1802,778,1024,3178,1738,914,522,478,1302,2308,9,264,2021,1856,2057,127,284,1425,1996,897,600,734,190,539,252,133,289,63,1894,1904,161,323",1,7.854,28.097,56.363
"75,1019,1020,94,976,114,1372,387,896,1671,714,490,105,207,632,830,393,316,601,1062,548,20,184,176,2848,770,382,117,798,16,702,129,322,1452,52,1309,247,1299,98,530,425,643,742,27,559,1311,462,744,1659,515",1,23.158,89.96,28.602
"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058",1,57.274,77.949,22.248
"762,483,1866,1782,475,444,2476,3327,1328,2673,1961,2268,493,1307,1767,2809,1381,2231,2843,1958,316,362,261,351,355,34,317,336,291,248,177,1290,380,557,1151,232,1660,1362,875,2146,538,761,2154,1802,535,1758,891,658,353,872",1,10.31,10.31,76.417
"763,612,670,129,245,68,106,257,105,185,39,1201,1169,264,1146,328,128,51,560,247,662,8,52,210,1093,1300,547,840,1241,49,1254,421,339,175,16,663,7,163,665,1537,1468,152,178,548,217,72,340,337,393,2571",1,36.356,36.356,49.403
"768,87,857,642,59,126,858,127,841,3035,194,1605,134,181,1266,1185,3455,1045,2091,1238,102,137,435,771,247,245,2067,122,830,1446,112,3423,58,712,922,2882,1019,897,714,894,490,2102,1968,912,837,164,1954,591,889,73",1,21.296,79.622,39.034
"771,1233,1591,548,2152,6,2031,200,2039,124,86,384,185,23,152,799,393,1298,45,1529,360,610,485,280,951,382,604,1504,291,43,172,210,1110,1040,1543,568,42,435,1024,762,137,63,79,671,412,1311,40,4,430,500",1,8.934,39.541,71.744
"775,1342,658,1178,1618,676,591,602,747,523,1854,1824,2870,1327,1798,2871,1336,1827,2680,1441,788,889,1222,1967,1138,811,132,688,1204,576,1605,700,773,812,2885,1852,1364,1601,1643,1092,2883,1220,2137,1602,2419,1603,1400,129,1232,520",1,56.518,99.136,15.188
"79,776,152,712,588,387,1712,190,591,63,265,587,320,714,749,118,34,11,1047,51,18,589,609,208,219,31,38,47,124,85,784,1762,3,1532,415,391,1576,427,15,420,390,604,636,2184,403,1828,1364,409,549,274",1,19.325,98.327,34.817
"793,776,1073,1659,1697,1224,1076,609,391,46,208,1046,415,1738,15,1618,1054,1828,41,665,211,386,1042,387,149,1483,118,212,892,124,204,739,559,1231,197,755,601,85,618,1299,799,16,34,199,14,516,76,564,337,626",1,40.162,40.162,47.321
"794,1857,648,1223,1444,605,1217,732,622,1365,1798,1231,2742,1325,1103,1715,1441,775,2591,1854,2552,1835,1190,1361,2609,688,1204,132,3080,2870,1605,1181,1618,330,1824,2867,2339,1773,576,2553,1873,1693,1338,1859,423,1416,1364,1092,1170,2055",1,48.583,48.583,36.536
"798,125,128,137,670,98,6,217,210,218,1019,187,44,152,1108,214,93,211,256,63,1874,1114,241,588,387,768,206,1252,156,146,776,587,434,114,118,971,712,151,149,196,61,158,121,714,59,161,16,289,731,2680",1,25.263,92.227,26.576
"799,757,1514,1652,222,586,1345,548,351,16,374,169,378,248,23,866,184,624,1455,176,697,89,1302,1309,756,816,244,1299,20,343,386,1186,2105,638,2090,204,1311,731,324,742,699,772,146,383,1314,1352,190,1204,413,702",1,6.019,6.019,69.6
"8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1713,69,1847,820",1,59.379,75.709,28.5
"80,161,904,126,513,1086,777,1193,1089,1103,648,182,92,1037,879,124,859,134,2139,172,243,897,588,920,150,576,1712,151,131,1830,413,344,433,60,117,192,845,3197,1862,114,631,850,1869,1671,1119,732,39,1098,127,226",1,76.734,91.309,10.857
"81,1189,1688,3072,457,1784,519,490,1310,475,1877,364,1766,1435,1303,483,1975,2735,1973,1275,1849,1223,1321,2380,1329,819,450,3163,1012,1556,1235,1320,568,1195,815,420,397,829,2326,746,1437,809,585,871,1339,1686,1596,1436,881,69",1,25.155,97.787,28.052
"815,522,640,2226,1347,1460,2220,687,739,353,746,577,691,1749,792,761,789,2892,794,1310,1436,1253,1335,584,1857,1672,1757,1197,809,1366,397,1380,1334,591,910,1358,1076,622,1430,333,1226,1055,194,1166,747,1785,1787,871,1686,658",1,19.703,19.703,63.616
"829,815,165,1849,1596,640,535,522,332,568,794,675,222,351,372,687,397,41,617,146,21,574,569,1942,1696,657,1084,1905,751,1317,607,515,853,809,61,2278,2204,877,257,1769,70,318,916,2660,39,2216,1169,1856,898,1147",1,85.83,85.83,13.61
"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560",1,36.599,39.973,50.002
"835,1543,670,830,1616,2042,1467,210,771,2031,554,2571,767,624,97,207,1263,3233,995,1518,214,757,1447,421,339,2084,2034,2148,2255,1513,2301,724,719,48,1159,1241,612,1448,1646,3356,175,840,112,64,1300,1731,1606,1269,200,618",1,14.494,64.75,52.299
"841,1076,739,755,559,360,969,1191,105,789,874,516,185,353,867,5,791,232,1997,279,316,436,1031,1691,364,339,269,4,1655,2810,2062,920,220,455,940,295,249,1151,552,501,51,333,44,351,446,39,219,930,259,642",1,48.097,96.923,18.013
"846,1564,2123,209,385,195,611,1579,408,1609,917,98,394,2949,395,1508,398,1497,1295,739,762,653,129,245,501,951,1585,1493,2070,2912,1043,42,43,1062,1406,1988,2541,1305,1419,109,588,2547,2421,426,1544,2090,113,766,1667,1963",1,8.718,59.622,58.282
"85,2181,46,128,56,995,175,1233,1621,1652,42,1540,41,1616,505,715,98,1584,1116,60,152,835,507,1311,107,148,541,862,117,298,375,1943,210,1546,1002,2475,296,774,940,663,97,1242,952,377,616,665,1945,1484,547,983",1,33.279,33.279,41.628
"851,1772,669,684,1226,1381,1222,181,622,1797,605,1076,2950,1374,1405,1067,2387,3261,1426,1852,1736,1733,2790,1601,1083,1828,493,1090,2400,1423,1027,1429,2392,2115,1170,3058,792,1142,1815,1506,1430,3103,4,1106,2501,2317,1034,746,320,162",1,21.538,92.065,32.755
"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164",1,57.679,95.709,16.005
"862,412,486,530,506,340,566,2912,1652,2162,2766,2150,822,1903,1097,422,2492,367,1493,280,103,1780,1529,1062,2003,220,1080,2096,2118,2070,1034,418,454,717,284,501,3396,55,82,1507,1406,1024,1552,2421,1544,707,429,229,298,1306",1,1.916,1.916,85.596
"863,993,1888,1883,2283,2611,1941,1558,20,169,647,588,1219,3137,2103,1619,126,657,1967,2842,2188,3042,1106,549,532,1365,1379,776,522,464,406,1367,1338,85,1498,432,1662,1237,1632,42,219,638,594,1653,1387,788,1398,918,1222,65",1,34.818,34.818,43.576
"879,257,168,24,52,29,150,506,49,165,281,1323,1034,918,1527,60,28,1277,2344,54,888,482,594,485,466,519,3204,2100,1059,417,502,1748,1381,364,754,133,79,152,241,433,265,196,161,896,70,1879,1203,147,459,92",1,2.807,71.498,54.908
"879,937,1210,1064,935,1718,129,630,52,1263,260,560,1241,30,247,530,487,2110,1273,1233,79,429,1269,152,211,205,329,1240,923,462,1259,703,800,1472,1004,243,466,3044,1235,94,91,1563,241,1673,306,1559,229,121,746,2493",1,11.876,11.876,55.782
"881,264,1751,898,899,1692,916,244,39,306,2140,673,892,219,930,960,1606,1753,469,1495,2627,547,1621,1196,421,563,1501,52,128,1903,536,540,506,727,1489,129,630,1466,2042,1254,1541,603,157,144,487,1914,393,697,1484,89",1,38.327,84.48,30.876
"885,734,218,1332,199,455,876,1335,877,865,920,1347,1367,129,983,918,133,530,1333,1861,151,265,79,466,152,524,241,1832,121,874,884,899,70,306,1688,850,1921,895,74,131,892,126,502,932,1086,223,2260,915,1841,878",1,34.602,91.066,26.56
"889,1392,775,788,253,575,2147,1342,2166,688,1139,2252,1425,1224,1103,1194,3013,1334,812,1835,3284,2649,659,1361,2267,2829,928,2620,2637,1358,3294,1608,700,1693,1327,1338,1831,2591,1153,1222,1797,1181,811,1436,1084,1067,2828,1828,1206,1416",1,34.332,34.332,51.691
"899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,565,3091,2136,878,1064",1,72.659,93.9,10.65
"9,609,613,633,2351,415,47,15,1828,427,332,3202,10,581,799,651,18,31,574,402,569,1427,1773,2273,2991,1826,2062,1092,908,2137,500,1163,1943,2444,2268,1201,2634,937,238,2019,854,542,294,407,1679,207,88,1345,718,2095",1,68.718,93.279,12.525
"906,462,506,165,34,336,177,21,5,244,291,130,2471,1187,1034,1182,1849,734,190,826,535,789,568,275,401,515,910,241,844,114,121,433,320,126,134,1869,896,776,1059,70,87,904,1227,208,1039,1364,420,128,187,718",1,28.637,48.853,45.392
"910,1019,912,325,1189,3094,920,837,1844,74,1727,889,978,241,1146,133,151,63,79,91,323,152,127,904,1688,524,145,850,922,1712,376,3192,203,513,2098,746,2334,131,1010,1969,1140,1940,1210,1086,955,1422,1397,2083,1718,1720",1,37.517,85.371,25.421
"915,2133,878,268,2950,2389,487,947,725,1504,2335,1459,558,640,804,264,465,54,330,522,397,863,473,943,1430,1382,1367,1428,1065,357,46,1116,1426,2868,552,421,598,175,276,506,1110,2689,13,526,1529,43,685,288,701,98",1,79.028,99.838,6.338
"927,82,558,266,440,1025,1539,594,905,2081,2631,1661,1892,485,342,2482,306,1435,1982,1907,1348,489,1916,488,1189,417,1341,818,234,465,364,907,922,311,1839,483,754,2675,1303,210,18,748,93,1436,744,124,815,816,1855,179",1,61.565,61.565,22.392
"93,343,157,375,2,362,378,501,5,152,439,2223,370,2399,1524,79,516,506,165,315,1872,445,539,804,355,107,1259,359,374,244,11,797,491,538,923,1630,461,521,63,434,892,241,815,904,40,770,2056,172,522,34",1,24.184,24.184,57.828
"930,56,276,1468,88,744,1099,1652,144,1587,2270,85,1613,23,798,1062,429,20,184,27,2706,1552,1309,1634,1110,1311,774,974,16,934,355,734,346,280,1196,176,540,767,185,634,624,1765,1455,6,866,204,724,799,177,351",1,7.503,55.115,59.788
"946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,195,543,372",1,23.266,23.266,67.198
"951,1468,1546,1062,744,1099,2396,125,1116,1544,109,1833,2000,1024,6,178,2634,82,596,756,665,1586,1028,1242,1265,187,1729,1661,2151,795,1345,1907,1782,843,679,2076,623,309,1042,2413,197,849,206,592,790,718,2363,1739,1212,674",1,68.475,96.68,11.374
"956,1663,744,375,432,210,1159,1116,965,1536,1120,326,1296,1962,869,1150,604,1112,595,274,1501,1006,1426,1180,636,189,1142,1818,1978,1254,630,795,663,906,259,293,2901,39,2567,318,185,980,821,2215,4,832,1106,174,407,1635",1,21.916,62.51,50.833
"957,1936,545,1263,1229,468,211,343,1065,172,63,995,742,215,869,538,1040,118,201,790,1112,789,926,747,1121,821,2134,1683,1486,353,279,516,950,2029,316,373,734,502,346,309,940,871,899,1388,924,351,135,1098,494,446",1,63.968,63.968,26.229
"97,592,156,734,190,210,759,677,604,2557,41,10,51,1524,35,382,532,34,1047,610,31,1026,742,567,390,402,607,71,649,207,2270,598,709,89,548,230,3,425,643,569,908,1167,719,281,2564,300,2065,1846,492,585",1,36.869,91.849,25.455
"98,1167,41,257,52,1110,187,39,43,995,85,510,1406,217,1116,610,281,1332,172,1042,210,99,556,877,652,105,278,353,867,5,789,791,937,129,682,245,168,175,1546,663,798,150,144,53,377,439,169,40,323,340",1,6.262,6.262,67.127
"990,999,744,97,190,133,377,63,715,218,604,897,1475,1002,27,1005,703,857,1711,1019,587,114,1120,971,677,156,749,738,295,1018,1249,289,606,1076,2017,725,739,559,1059,1838,161,809,99,556,755,760,134,789,516,5",1,33.225,90.634,26.909
"995,23,999,1006,1018,970,190,468,114,897,971,156,289,1904,776,61,1015,755,784,606,161,809,99,604,1076,559,556,2502,983,317,256,243,2032,1093,71,125,1071,1467,22,1116,135,1521,1863,2856,835,1846,382,540,214,3206",1,43.212,86.856,25.903
"996,2348,1010,219,956,883,1254,630,663,1922,1964,1629,1284,1492,1462,1261,1562,1535,1613,586,259,1583,795,1259,1584,1941,3184,344,895,2016,306,1369,1739,1802,293,2427,884,1832,849,59,3296,489,138,2675,475,1561,922,2015,969,851",1,9.447,65.587,47.193
"[1, 1418, 65, 2092, 731, 351, 339, 1450, 1452, 1238, 1232, 560, 2233, 1241, 961, 247, 1447, 986, 946, 1451, 2122, 219, 3113, 1040, 122, 996, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",21,0.779,2.675,97.625
"[1, 2266, 468, 802, 1260, 651, 652, 1856, 105, 369, 863, 353, 513, 789, 874, 877, 279, 909, 516, 928, 945, 185, 1936, 867, 5, 791, 232, 1997, 780, 70, 509, 1709, 933, 1559, 937, 355, 1691, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",32,0.133,0.133,98.219
"[1, 93, 2373, 24, 257, 125, 185, 1887, 1435, 98, 157, 45, 128, 133, 435, 670, 49, 6, 137, 140, 65, 1108, 211, 105, 416, 39, 69, 1769, 245, 68, 247, 44, 830, 52, 273, 260, 1274, 923, 1652, 1062, 548, 387, 942, 420, 326, 2386, 910, 1329, 912, 203]",44,0.13,0.731,98.875
"[1000, 2401, 893, 832, 445, 546, 1713, 267, 520, 597, 609, 610, 651, 940, 38, 350, 1486, 3132, 3181, 316, 327, 518, 1614, 416, 958, 221, 545, 1435, 2706, 2630, 2484, 2092, 531, 56, 2629, 1106, 2649, 2716, 384, 2215, 2567, 863, 2019, 227, 2588, 244, 2052, 317, 1, 1110]",44,0.032,9.043,94.608
"[1002, 1005, 703, 600, 749, 1009, 897, 738, 98, 1059, 433, 190, 991, 587, 1620, 195, 611, 200, 1609, 917, 624, 394, 2234, 395, 1508, 216, 209, 2554, 124, 1833, 2878, 846, 1004, 739, 1231, 84, 1359, 197, 930, 1081, 128, 137, 1476, 670, 1469, 1093, 720, 729, 152, 211]",44,0.542,12.447,91.24
"[1003, 426, 920, 502, 2043, 312, 219, 930, 892, 45, 125, 128, 140, 210, 435, 670, 93, 49, 137, 216, 217, 1155, 65, 209, 1229, 200, 644, 214, 211, 712, 1081, 278, 58, 1476, 196, 152, 111, 588, 1836, 151, 161, 896, 114, 121, 80, 156, 190, 1482, 149, 776]",44,0.034,10.264,92.349
"[1004, 739, 1081, 720, 45, 125, 6, 128, 715, 210, 218, 665, 1093, 140, 7, 214, 213, 10, 719, 561, 840, 835, 1196, 207, 598, 34, 3, 697, 2042, 618, 46, 421, 1863, 1532, 767, 175, 663, 97, 612, 744, 78, 965, 1009, 154, 1705, 1676, 72, 1468, 1540, 634]",44,1.012,24.964,87.079
"[1010, 117, 247, 2142, 275, 1337, 114, 2680, 98, 125, 128, 133, 715, 65, 210, 218, 7, 214, 670, 93, 211, 720, 137, 265, 216, 217, 1229, 187, 79, 152, 200, 647, 256, 749, 140, 63, 756, 616, 213, 58, 1476, 729, 1155, 61, 644, 206, 1252, 149, 1023, 161]",44,0.102,29.908,79.806
"[1011, 464, 98, 97, 45, 125, 715, 210, 741, 218, 965, 1009, 744, 539, 377, 63, 65, 759, 78, 990, 991, 114, 644, 1002, 663, 848, 295, 1005, 1006, 703, 156, 734, 190, 215, 981, 1019, 323, 529, 971, 212, 27, 677, 278, 1001, 857, 620, 161, 776, 738, 433]",44,0.034,2.737,94.861
"[1012, 431, 1333, 127, 1688, 1841, 433, 252, 203, 568, 850, 920, 74, 328, 126, 1208, 1156, 565, 87, 1266, 1193, 2334, 1104, 932, 937, 66, 1140, 536, 51, 734, 291, 41, 1834, 21, 146, 1399, 522, 1201, 33, 117, 5, 372, 1151, 222, 515, 165, 34, 788, 1147, 2175]",44,0.519,0.519,97.923
"[1017, 581, 583, 1349, 389, 1914, 393, 128, 178, 744, 2706, 125, 23, 1345, 1099, 27, 6, 1567, 53, 1116, 1080, 184, 82, 2000, 1309, 218, 193, 798, 2001, 1043, 42, 715, 1677, 1211, 1051, 795, 1006, 756, 187, 1050, 16, 148, 1247, 14, 274, 1052, 143, 278, 1302, 1265]",44,1.02,14.856,89.643
"[1017, 592, 607, 1063, 1768, 1554, 2, 623, 637, 2224, 672, 428, 3078, 574, 456, 1317, 1827, 2188, 1026, 2204, 1773, 1092, 1109, 1299, 21, 372, 1645, 1314, 90, 833, 275, 1305, 1384, 199, 1304, 1853, 687, 1177, 716, 779, 2087, 2373, 567, 402, 704, 201, 1427, 1133, 1076, 2202]",44,0.266,8.798,94.865
"[1028, 284, 354, 1302, 480, 258, 432, 530, 1683, 1107, 511, 436, 142, 525, 2572, 21, 47, 157, 1647, 2323, 281, 1872, 612, 995, 26, 830, 500, 1488, 397, 1547, 3406, 2439, 342, 61, 39, 808, 365, 1015, 1673, 494, 307, 34, 11, 208, 468, 924, 18, 633, 35, 391]",44,0.053,2.199,97.685
"[1042, 1669, 376, 835, 853, 842, 126, 858, 674, 149, 196, 645, 648, 855, 1026, 312, 1686, 623, 2176, 1830, 2351, 1038, 679, 606, 620, 1098, 127, 2275, 73, 642, 681, 1618, 676, 777, 845, 765, 1037, 657, 1206, 181, 134, 1418, 1090, 576, 1045, 1085, 1068, 574, 1067, 552]",44,0.272,9.535,86.132
"[1046, 2201, 28, 567, 114, 1933, 2423, 257, 1201, 1146, 1769, 734, 916, 39, 876, 2185, 1147, 943, 817, 116, 1466, 548, 438, 48, 833, 670, 421, 105, 10, 22, 135, 106, 430, 1522, 415, 2062, 1888, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",32,1.84,1.84,92.138
"[1048, 625, 1094, 1028, 391, 38, 671, 47, 18, 2, 672, 1087, 1178, 2184, 1021, 389, 205, 970, 2025, 561, 1707, 846, 202, 842, 2201, 841, 1418, 2780, 1026, 1825, 1833, 395, 195, 611, 1564, 1508, 2123, 1383, 2433, 408, 689, 2270, 1377, 1314, 1051, 702, 540, 1899, 362, 699]",44,0.432,0.432,88.225
"[1050, 516, 586, 338, 141, 3368, 543, 595, 46, 1005, 508, 425, 1287, 1560, 587, 1097, 833, 1577, 206, 79, 1404, 1501, 1898, 383, 285, 2482, 1547, 503, 738, 1650, 525, 291, 90, 604, 2268, 1131, 325, 165, 3, 485, 239, 201, 558, 847, 677, 461, 2825, 156, 318, 1739]",44,29.269,40.495,63.601
"[1060, 1964, 172, 648, 487, 16, 339, 1498, 1349, 961, 1923, 3030, 795, 695, 110, 218, 1497, 2096, 122, 2039, 39, 1248, 315, 426, 503, 1857, 2983, 1645, 397, 865, 1711, 958, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,0.543,23.812,82.648
"[1064, 1727, 1276, 1082, 2546, 2547, 2549, 2200, 2548, 624, 3101, 195, 611, 200, 1609, 3161, 124, 394, 2949, 395, 1564, 917, 1825, 417, 846, 1508, 398, 1359, 2433, 198, 414, 739, 1873, 3100, 1383, 1433, 670, 52, 771, 1252, 60, 2882, 515, 243, 1968, 490, 921, 2467, 889, 168]",44,0.085,2.727,98.277
"[1071, 27, 541, 2082, 438, 539, 377, 63, 161, 809, 556, 969, 1979, 1178, 1203, 535, 515, 574, 2001, 938, 896, 59, 69, 388, 445, 1169, 995, 612, 532, 86, 1713, 930, 350, 2065, 41, 2037, 49, 22, 1435, 185, 983, 440, 172, 755, 520, 243, 1146, 569, 1157, 567]",44,6.129,10.679,90.463
"[1073, 129, 24, 133, 98, 384, 93, 256, 327, 172, 124, 60, 28, 111, 899, 885, 612, 216, 719, 1476, 840, 598, 200, 112, 1508, 209, 1040, 202, 547, 114, 49, 217, 210, 214, 588, 206, 79, 1169, 168, 624, 394, 1004, 715, 1560, 759, 771, 634, 207, 566, 2495]",44,0.257,6.156,96.494
"[1085, 1727, 93, 1693, 878, 8, 6, 14, 16, 169, 548, 386, 793, 756, 564, 1500, 712, 689, 693, 201, 1304, 714, 1212, 1035, 735, 605, 487, 39, 211, 152, 1136, 871, 333, 916, 446, 892, 863, 172, 185, 516, 165, 336, 291, 522, 872, 789, 168, 281, 49, 817]",44,1.409,1.409,94.374
"[109, 293, 1624, 129, 387, 127, 49, 28, 346, 478, 1452, 312, 796, 2127, 4, 159, 130, 102, 630, 275, 1450, 666, 515, 445, 344, 771, 2084, 720, 177, 507, 889, 1483, 27, 658, 353, 1196, 502, 909, 896, 1217, 433, 329, 466, 2100, 305, 568, 320, 874, 1965, 147]",44,0.218,23.47,84.134
"[1099, 762, 141, 1062, 474, 2148, 492, 144, 1587, 1996, 1080, 372, 27, 862, 511, 1311, 2103, 202, 140, 42, 166, 124, 1638, 19, 764, 412, 58, 329, 169, 325, 476, 1107, 313, 1575, 284, 766, 1650, 1234, 1265, 1108, 897, 467, 514, 285, 258, 143, 2000, 2421, 43, 2432]",44,0.05,0.05,90.891
"[11, 393, 6, 564, 1768, 339, 199, 185, 961, 122, 200, 1196, 278, 789, 2029, 928, 933, 353, 5, 316, 1151, 801, 346, 219, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,3.674,8.65,92.985
"[11, 51, 18, 41, 597, 390, 5, 38, 589, 613, 621, 633, 391, 26, 17, 35, 924, 39, 1146, 93, 133, 114, 252, 323, 433, 190, 134, 161, 565, 87, 1327, 1076, 306, 499, 896, 1527, 397, 881, 871, 291, 135, 542, 388, 890, 1874, 2241, 892, 1443, 418, 476]",44,13.271,14.931,85.685
"[11, 589, 597, 609, 208, 1047, 613, 633, 610, 441, 31, 671, 47, 1077, 1178, 26, 1221, 672, 516, 353, 513, 5, 789, 791, 1997, 70, 292, 1136, 274, 882, 1388, 881, 869, 1116, 214, 326, 912, 604, 105, 2188, 2848, 336, 58, 749, 1476, 435, 1229, 1110, 670, 93]",44,0.767,30.923,76.601
"[110, 521, 220, 281, 2570, 1952, 2577, 1988, 2135, 1201, 1324, 3458, 178, 236, 1793, 542, 69, 2139, 1929, 334, 1060, 511, 3, 777, 404, 11, 10, 1863, 1532, 415, 2221, 46, 332, 1046, 613, 1762, 636, 38, 2142, 2184, 2328, 427, 1608, 389, 41, 135, 566, 1668, 366, 85]",44,0.302,1.217,98.854
