i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
20,targeted,None,"114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1245,886,1087,1074,603","114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,898,478,1245,886,1087,1074,603",None,1,None,None,200.759,0.0,85.114,None,3.321,"{0, 1, 12, 14}","{10, 15}",{1},1.0,0.0,"{0, 1, 12, 14},{10, 15},{10},{10},{10}","{10, 15},{0, 1, 12, 14},{10},{10},{10}","{1},{1},{1},{1},{1}",0.608,0.432,"{0, 1, 12, 14},{10, 15},{10},{10},{10},{10},{10},{10},{10},{10}","{10, 15},{0, 1, 12, 14},{10},{10},{10},{10},{10},{10},{0, 10, 14},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.489,0.314,"{0, 1, 12, 14},{10, 15},{10},{10},{10},{10},{10},{10},{10},{10},{0, 10, 14},{10, 15},{10},{10},{10},{10, 3},{10, 7},{10},{0, 10},{10, 7}","{10, 15},{0, 1, 12, 14},{10},{10},{10},{10},{10},{10},{0, 10, 14},{10},{10},{10},{10},{10, 7},{10, 3},{10},{10, 15},{10},{10, 7},{10}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.321,0.219,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
21,targeted,None,"1261,496,1235,558,270,891,1258,384,605,169,1041,886,833,1245,870,554,784,1321,173,560,537,1071,827,743,416,492,595,1193,1117,312,253,5,720,262,882,185,336,326,1168,423,986,347,354,555,610,1182,631,840,1100,131","1261,496,1235,558,270,891,1258,384,605,169,1041,886,833,1245,870,554,784,1321,173,560,537,1071,827,743,416,492,595,1193,1117,312,253,5,720,262,882,185,336,326,1168,423,986,347,354,555,610,1182,631,840,1100,103",None,1,None,None,200.641,0.0,82.312,None,5.17,"{1, 14, 15}","{3, 7}",{1},1.0,0.0,"{1, 14, 15},{0, 10, 14},{13},{3},{5, 15}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7}","{1},{1},{1},{1},{1}",0.455,0.0,"{1, 14, 15},{0, 10, 14},{13},{3},{5, 15},{7},{13, 7},{7},{3, 5},{3, 7}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{9},{0, 10, 14},{16, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.329,0.104,"{1, 14, 15},{0, 10, 14},{13},{3},{5, 15},{7},{13, 7},{7},{3, 5},{3, 7},{6},{3},{0, 15},{7},{3, 13},{8, 3},{0, 1, 13},{5, 7},{7},{0, 5, 7}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{9},{0, 10, 14},{16, 7},{3, 7},{7},{3},{0, 12, 15},{10, 12, 5, 15},{0, 13, 15},{7},{13, 7},{13, 7},{11, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.275,0.069,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
22,targeted,None,"113,1144,222,221,338,343,352,163,155,245,395,192,568,325,48,322,58,85,727,111,2,1244,732,805,167,330,212,853,102,348,776,53,492,365,694,405,73,105,669,140,270,86,266,312,489,865,131,185,262,116","113,1144,222,221,338,343,352,163,155,245,395,192,568,325,48,322,58,85,727,111,2,1244,732,805,167,330,212,853,102,348,776,53,492,365,694,405,73,105,669,140,270,86,266,312,489,865,131,185,262,196",None,1,None,None,202.37,0.0,82.605,None,4.054,"{0, 1, 14, 16}",{7},{1},1.0,0.0,"{0, 1, 14, 16},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7}","{1},{1},{1},{1},{1}",0.443,0.0,"{0, 1, 14, 16},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7},{3, 7},{0, 15},{0, 1},{7},{5, 7}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7},{15, 7},{3},{0, 13, 7},{7},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.389,0.0,"{0, 1, 14, 16},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7},{3, 7},{0, 15},{0, 1},{7},{5, 7},{12, 15},{0, 17, 3},{3},{1, 3},{5, 15},{3, 12, 5, 7},{3},{3},{9, 12, 5, 15},{7}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7},{15, 7},{3},{0, 13, 7},{7},{3, 7},{11, 2, 3},{13, 7},{0, 1, 14, 16},{10, 15},{0, 12, 13, 15},{3},{3, 12},{3, 7},{12, 15},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.3,0.073,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
23,targeted,None,"306,907,268,11,87,511,414,26,526,58,835,142,553,1017,800,27,209,156,578,471,148,325,445,137,426,622,774,89,1020,234,1447,1007,1337,1078,1230,720,945,1258,262,716,628,986,154,119,274,572,204,961,140,281","306,907,268,11,87,511,414,26,526,58,835,142,553,1017,800,27,209,156,578,471,148,325,445,137,426,622,774,89,1020,234,1447,1007,1337,1078,1307,720,945,1258,262,716,628,986,154,119,274,572,204,961,140,281",None,1,None,None,199.999,0.0,75.812,None,3.208,"{0, 1, 14, 16}","{12, 15}",{1},1.0,0.0,"{0, 1, 14, 16},{12, 15},{0, 13, 7},{7},{0, 13, 15}","{12, 15},{0, 13, 7},{0, 1, 14, 16},{0, 13, 15},{7}","{1},{1},{1},{1},{1}",0.479,0.264,"{0, 1, 14, 16},{12, 15},{0, 13, 7},{7},{0, 13, 15},{13, 7},{7},{15, 14, 7},{0, 7},{7}","{12, 15},{0, 13, 7},{0, 1, 14, 16},{0, 13, 15},{7},{13, 7},{7},{10, 12, 5, 15},{9, 5, 7},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.356,0.176,"{0, 1, 14, 16},{12, 15},{0, 13, 7},{7},{0, 13, 15},{13, 7},{7},{15, 14, 7},{0, 7},{7},{3},{9, 5, 7},{0, 12, 13, 15},{10, 12, 5, 15},{9, 12, 5, 15},{0, 10, 14},{5, 7},{0, 15},{7},{15, 5, 7}","{12, 15},{0, 13, 7},{0, 1, 14, 16},{0, 13, 15},{7},{13, 7},{7},{10, 12, 5, 15},{9, 5, 7},{5, 7},{3},{7},{9, 12, 5, 15},{0, 10, 14},{15, 14, 7},{0, 12, 13, 15},{10, 15},{0, 7},{0, 15},{1, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.222,0.142,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
24,targeted,None,"391,234,599,928,292,544,123,47,1010,314,759,66,821,832,1325,386,4,80,183,470,10,50,89,503,278,186,548,40,13,158,931,178,131,270,60,502,596,1060,771,1234,961,94,39,237,1,200,84,264,76,941","391,234,599,928,292,544,123,47,1010,314,759,66,821,832,1325,386,4,80,183,470,10,50,89,503,278,186,548,40,13,158,931,178,131,270,60,502,596,1060,771,1234,961,94,39,237,1,200,84,264,77,941",None,1,None,None,201.064,0.0,79.364,None,4.304,"{0, 1, 14}",{3},{1},1.0,0.0,"{0, 1, 14},{7},{3},{0, 16, 14},{3, 13, 15}","{3},{3, 7},{15},{3, 7},{5, 15}","{1},{1},{1},{1},{1}",0.456,0.0,"{0, 1, 14},{7},{3},{0, 16, 14},{3, 13, 15},{10},{3, 12},{7},{0, 15},{0, 1, 14}","{3},{3, 7},{15},{3, 7},{5, 15},{10},{3, 7},{0, 14},{7},{11, 1, 3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.412,0.154,"{0, 1, 14},{7},{3},{0, 16, 14},{3, 13, 15},{10},{3, 12},{7},{0, 15},{0, 1, 14},{10},{10},{0, 1, 14},{10},{3, 13, 7},{10},{3, 15},{14, 7},{0, 1, 14, 15},{11, 7}","{3},{3, 7},{15},{3, 7},{5, 15},{10},{3, 7},{0, 14},{7},{11, 1, 3, 7},{7},{5, 15},{0, 13, 5},{15},{3},{3, 13},{7},{0, 15},{16, 15, 7},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.39,0.097,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
25,targeted,None,"207,986,326,131,720,177,217,1146,513,248,167,180,222,439,601,343,378,109,593,424,243,50,600,551,529,367,48,611,65,324,853,448,363,488,18,337,396,185,215,275,317,763,634,311,682,631,896,492,824,11","207,986,326,131,720,177,217,1146,513,248,167,180,222,439,601,343,378,109,593,424,243,50,600,551,529,367,48,611,65,324,853,448,363,488,18,337,396,185,215,275,317,763,634,311,682,631,896,492,183,11",None,1,None,None,200.803,0.0,78.772,None,4.248,"{0, 1, 14}","{3, 5}",{1},1.0,0.0,"{0, 1, 14},{0, 1, 14},{0, 1, 13, 14, 16},{0, 1, 14},{3, 5}","{3, 5},{5, 7},{13, 7},{3, 13},{13}","{1},{1},{1},{1},{1}",0.918,0.0,"{0, 1, 14},{0, 1, 14},{0, 1, 13, 14, 16},{0, 1, 14},{3, 5},{15, 5, 7},{0, 1, 14},{12, 7},{0, 1, 5, 7},{0, 1, 7, 13, 14, 16}","{3, 5},{5, 7},{13, 7},{3, 13},{13},{3},{11, 1, 2, 3},{0, 13, 7},{13, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.836,0.148,"{0, 1, 14},{0, 1, 14},{0, 1, 13, 14, 16},{0, 1, 14},{3, 5},{15, 5, 7},{0, 1, 14},{12, 7},{0, 1, 5, 7},{0, 1, 7, 13, 14, 16},{0, 1, 3, 14},{3, 13},{14, 7},{0, 1, 3, 13},{7},{7},{0, 1, 14},{0, 1, 15},{0, 1},{0, 15}","{3, 5},{5, 7},{13, 7},{3, 13},{13},{3},{11, 1, 2, 3},{0, 13, 7},{13, 7},{3},{13, 7},{3, 13},{15, 7},{0, 15},{0, 13, 15},{3, 7},{3},{15, 13, 7},{3, 13},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.788,0.095,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
26,targeted,None,"110,458,519,58,380,1150,612,94,733,390,284,668,1015,735,102,175,1247,497,367,547,319,562,1216,391,23,688,237,227,187,255,209,263,317,711,65,932,731,167,987,809,33,208,500,27,258,600,551,378,650,93","110,458,519,58,380,1150,612,94,733,390,284,668,1015,735,102,175,1247,497,367,547,319,562,1216,391,23,688,237,227,187,255,209,263,317,711,65,932,731,167,987,809,33,208,500,27,258,600,551,762,650,93",None,1,None,None,200.866,0.0,75.519,None,5.044,"{1, 2, 14, 15}","{3, 13, 7}",{1},1.0,0.0,"{1, 2, 14, 15},{7},{16, 7},{5, 7},{3, 13}","{3, 13, 7},{0, 13, 15},{7},{3},{7}","{1},{1},{1},{1},{1}",0.551,0.0,"{1, 2, 14, 15},{7},{16, 7},{5, 7},{3, 13},{11, 2, 3},{11, 2, 3},{7},{2, 3},{11, 2, 3}","{3, 13, 7},{0, 13, 15},{7},{3},{7},{3, 13},{7},{3, 13},{3},{11}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.36,0.0,"{1, 2, 14, 15},{7},{16, 7},{5, 7},{3, 13},{11, 2, 3},{11, 2, 3},{7},{2, 3},{11, 2, 3},{3, 13, 7},{3, 7},{7},{3, 7},{7},{7},{7},{11},{7},{11, 2, 3}","{3, 13, 7},{0, 13, 15},{7},{3},{7},{3, 13},{7},{3, 13},{3},{11},{7},{7},{3, 7},{3, 13},{3},{13, 7},{16, 15, 7},{7},{0, 14, 15},{1, 17, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.264,0.052,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
27,targeted,None,"673,210,733,6,240,149,82,1402,332,61,1024,502,961,428,281,1373,641,1514,253,600,109,1150,298,162,500,352,37,201,114,735,542,981,357,495,535,624,1454,863,135,73,404,115,173,740,683,1542,91,833,743,670","673,210,733,6,240,149,82,1402,332,61,1024,502,961,428,281,1373,641,1514,253,600,109,1150,298,162,500,352,37,201,114,735,542,91,357,495,535,624,1454,863,135,73,404,115,173,740,683,1542,91,833,743,670",None,1,None,None,198.245,0.0,69.33,None,2.909,"{0, 1, 12, 14}",{3},{1},1.0,0.0,"{0, 1, 12, 14},{3},{2, 3},{13, 5, 7},{0, 12, 7}","{3},{0, 1, 12, 14},{13, 5, 7},{2, 3},{7}","{1},{1},{1},{1},{1}",0.495,0.402,"{0, 1, 12, 14},{3},{2, 3},{13, 5, 7},{0, 12, 7},{11, 7},{10},{7},{3, 7},{10, 7}","{3},{0, 1, 12, 14},{13, 5, 7},{2, 3},{7},{11, 7},{0, 12, 7},{10},{3, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.376,0.275,"{0, 1, 12, 14},{3},{2, 3},{13, 5, 7},{0, 12, 7},{11, 7},{10},{7},{3, 7},{10, 7},{11, 2, 3},{0, 14, 15},{16},{10},{3},{3},{7},{5, 7},{3},{10, 15}","{3},{0, 1, 12, 14},{13, 5, 7},{2, 3},{7},{11, 7},{0, 12, 7},{10},{3, 7},{3},{11, 2, 3},{10, 7},{7},{0, 14, 15},{16},{10},{7},{3},{3},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.272,0.194,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
28,targeted,None,"162,55,457,209,63,220,699,427,1408,1488,1576,68,909,159,770,524,705,805,117,956,612,623,1235,474,67,268,752,270,76,151,299,254,896,901,972,533,544,416,517,191,1071,2,5,407,185,23,369,1220,759,927","162,55,457,209,63,220,699,427,1408,1488,1576,68,909,159,770,524,705,805,117,956,612,623,1235,474,67,268,752,270,76,151,299,254,896,901,972,533,544,416,517,191,1071,2,5,407,185,23,369,1220,759,427",None,1,None,None,199.714,0.0,82.764,None,3.505,"{0, 1}",{18},{1},1.0,0.0,"{0, 1},{7},{15, 7},{0, 15},{0}","{18},{0, 15},{0, 14},{0, 1, 7},{0, 1, 5}","{1},{1},{1},{1},{1}",0.41,0.429,"{0, 1},{7},{15, 7},{0, 15},{0},{0, 1, 15},{10, 3},{0, 13, 15},{7},{12, 15}","{18},{0, 15},{0, 14},{0, 1, 7},{0, 1, 5},{0},{0, 13, 15},{0},{0, 15},{0, 11, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.364,0.277,"{0, 1},{7},{15, 7},{0, 15},{0},{0, 1, 15},{10, 3},{0, 13, 15},{7},{12, 15},{7},{7},{0, 1, 7},{0, 15},{3},{0},{0, 15},{0, 1, 14, 15},{0, 1, 15},{7}","{18},{0, 15},{0, 14},{0, 1, 7},{0, 1, 5},{0},{0, 13, 15},{0},{0, 15},{0, 11, 3},{0, 1, 3, 5},{7},{12, 15},{0, 1, 15},{0, 1, 14, 15},{0, 1, 14},{10, 3},{0, 17, 7},{0, 1},{0, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.418,0.455,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
29,targeted,None,"132,605,297,137,62,1349,893,706,473,243,299,1245,1005,197,1241,166,71,800,1027,269,877,74,13,158,424,178,889,817,159,11,936,174,843,771,383,97,422,357,453,631,146,61,290,643,306,624,326,557,720,492","132,605,297,137,62,1349,893,706,473,243,299,1245,1005,197,1241,166,71,800,1027,269,877,74,13,158,424,178,889,817,159,11,936,174,843,771,383,97,422,357,453,631,146,61,290,643,306,624,326,557,230,492",None,1,None,None,201.829,0.0,88.239,None,3.388,"{0, 1}","{0, 13, 15}",{1},1.0,0.0,"{0, 1},{3},{0, 13, 15},{3, 13},{15, 7}","{0, 13, 15},{15, 7},{3, 7},{3, 7},{0, 13, 7}","{1},{1},{1},{1},{1}",0.347,0.0,"{0, 1},{3},{0, 13, 15},{3, 13},{15, 7},{7},{0, 13, 7},{3, 7},{3, 13},{0, 15}","{0, 13, 15},{15, 7},{3, 7},{3, 7},{0, 13, 7},{3},{13, 7},{7},{3, 12, 5, 7},{12, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.224,0.0,"{0, 1},{3},{0, 13, 15},{3, 13},{15, 7},{7},{0, 13, 7},{3, 7},{3, 13},{0, 15},{7},{1, 3, 7},{7},{13, 7},{13, 7},{0, 14, 15},{0, 5, 7},{7},{7},{0, 1, 3, 13}","{0, 13, 15},{15, 7},{3, 7},{3, 7},{0, 13, 7},{3},{13, 7},{7},{3, 12, 5, 7},{12, 15},{3},{7},{0, 1},{0, 15},{7},{1, 3},{3},{0, 12, 13, 15},{3, 7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.263,0.069,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
30,targeted,None,"158,653,96,1024,141,181,53,154,64,210,11,874,936,615,356,159,13,142,453,673,69","158,653,64,1024,141,181,53,154,64,210,11,874,936,615,356,159,13,142,453,673,69",None,1,None,None,168.674,0.0,86.42,None,2.308,"{1, 3}","{0, 1, 15}",{1},1.0,1.0,"{1, 3},{0, 1, 3, 14},{0, 1, 15},{2, 3},{3}","{0, 1, 15},{0, 1, 3, 14},{1, 3},{3},{0, 16, 14}","{1},{1},{1},{1},{1}",0.828,0.804,"{1, 3},{0, 1, 3, 14},{0, 1, 15},{2, 3},{3},{3},{0, 1, 14},{0, 16, 3, 14},{14, 7},{0, 16, 14}","{0, 1, 15},{0, 1, 3, 14},{1, 3},{3},{0, 16, 14},{0, 1, 14},{14, 7},{2, 3},{3},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.618,0.668,"{1, 3},{0, 1, 3, 14},{0, 1, 15},{2, 3},{3},{3},{0, 1, 14},{0, 16, 3, 14},{14, 7},{0, 16, 14},{13, 7},{0, 1, 5},{3, 5},{0},{2, 3},{7},{3, 13},{0, 5, 15},{3, 7},{15, 7}","{0, 1, 15},{0, 1, 3, 14},{1, 3},{3},{0, 16, 14},{0, 1, 14},{14, 7},{2, 3},{3},{13, 7},{0, 16, 3, 14},{3, 5},{0, 1, 5},{0},{2, 3},{7},{3, 13},{15, 7},{3},{0, 1, 12}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.479,0.544,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
31,targeted,None,"773,311,611,948,700,641,255,1180,243,281,316,367,101,477,536,155,915,752,100,720,326,357,12,121,182,355,73,295,868,158,649,278,178,378,555,424,272,212,731,696,694,25,240,50,33,285,548,184,1614,131","773,311,611,948,700,641,255,1180,243,281,316,367,101,477,536,155,915,752,100,720,326,357,12,121,182,355,73,295,868,158,649,278,178,378,555,424,272,212,731,696,694,25,240,50,33,285,548,184,1602,131",None,1,None,None,192.806,0.0,23.92,None,4.479,"{1, 14, 15}","{0, 7}",{1},1.0,0.0,"{1, 14, 15},{7},{7},{6},{13, 7}","{0, 7},{5, 7},{13, 7},{3},{7}","{1},{1},{1},{1},{1}",0.562,0.0,"{1, 14, 15},{7},{7},{6},{13, 7},{13, 7},{15, 5, 7},{15, 7},{7},{7}","{0, 7},{5, 7},{13, 7},{3},{7},{7},{3, 5},{7},{5, 7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.363,0.0,"{1, 14, 15},{7},{7},{6},{13, 7},{13, 7},{15, 5, 7},{15, 7},{7},{7},{7},{7},{15, 7},{7},{3, 7},{13, 7},{15, 7},{7},{6},{13, 7}","{0, 7},{5, 7},{13, 7},{3},{7},{7},{3, 5},{7},{5, 7},{13, 7},{7},{13, 15, 5, 7},{6},{13, 7},{7},{9, 12, 5, 15},{13, 7},{13, 7},{3, 7},{13, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.25,0.0,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
32,targeted,None,"340,178,232,53,151,469,569,1014,162,457,147,148,377,358,83,15,96,210,351,252,41,405,361,336,262,623,673,290,334,1,158,102,720,119,192,11,472,326,716,188,1168,579","340,178,232,53,151,469,569,1014,162,457,147,148,377,358,83,15,96,210,351,252,41,405,361,336,262,623,673,290,334,1,158,102,720,119,192,11,472,326,716,183,1168,579",None,1,None,None,194.627,0.0,85.022,None,3.763,"{0, 1, 14}","{8, 3}",{1},1.0,0.0,"{0, 1, 14},{0, 1, 14},{0, 1, 14, 16},{0, 1, 14},{0, 1, 14}","{8, 3},{3, 13},{7},{0, 13, 7},{3}","{1},{1},{1},{1},{1}",1.0,0.0,"{0, 1, 14},{0, 1, 14},{0, 1, 14, 16},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 13, 15},{0, 1, 13, 14, 16},{0, 1, 3, 14}","{8, 3},{3, 13},{7},{0, 13, 7},{3},{0, 1, 14},{0, 13, 15},{0, 1, 14, 16},{0, 13, 15},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.937,0.234,"{0, 1, 14},{0, 1, 14},{0, 1, 14, 16},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 13, 15},{0, 1, 13, 14, 16},{0, 1, 3, 14},{0, 1, 14},{3, 13},{0, 14},{0, 15},{0, 1, 14},{0, 16, 15},{14, 7},{0, 1, 14},{0, 13, 15},{3}","{8, 3},{3, 13},{7},{0, 13, 7},{3},{0, 1, 14},{0, 13, 15},{0, 1, 14, 16},{0, 13, 15},{3},{11, 2, 3},{0, 12, 13, 15},{15, 7},{3},{3},{1, 3},{3, 12},{0, 1, 13, 14, 16},{14, 7},{0, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.778,0.25,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
33,targeted,None,"201,641,542,175,186,661,357,242,276,298,119,274,348,126,138,210,390,53,92,358,308,647,455,27,102,58,674,1007,239,356,807,95,261,624,837,823,768,352,162,113,241,767,720,843,2,140,1121,142,199,176","201,641,542,75,186,661,357,242,276,298,119,274,348,126,138,210,390,53,92,358,308,647,455,27,102,58,674,1007,239,356,807,95,261,624,837,823,768,352,162,113,241,767,720,843,2,140,1121,142,199,176",None,1,None,None,199.741,0.0,86.298,None,2.241,"{0, 1, 14, 16}","{0, 1, 14, 16}",{1},1.0,1.0,"{0, 1, 14, 16},{12, 15},{5, 15},{7},{15, 7}","{0, 1, 14, 16},{12, 15},{7},{15, 14, 7},{15, 7}","{1},{1},{1},{1},{1}",0.536,0.511,"{0, 1, 14, 16},{12, 15},{5, 15},{7},{15, 7},{15, 14, 7},{13, 15},{13, 7},{5, 7},{13, 7}","{0, 1, 14, 16},{12, 15},{7},{15, 14, 7},{15, 7},{5, 15},{13, 15},{5, 7},{13, 7},{9, 12, 5, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.363,0.345,"{0, 1, 14, 16},{12, 15},{5, 15},{7},{15, 7},{15, 14, 7},{13, 15},{13, 7},{5, 7},{13, 7},{9, 12, 5, 15},{13, 15, 5, 7},{0, 1, 14, 15},{13, 7},{7},{9, 5, 7},{7},{13, 7},{11, 7},{0, 10, 14}","{0, 1, 14, 16},{12, 15},{7},{15, 14, 7},{15, 7},{5, 15},{13, 15},{5, 7},{13, 7},{9, 12, 5, 15},{13, 7},{13, 7},{13, 15, 5, 7},{0, 1, 14, 15},{9, 5, 7},{7},{7},{13, 7},{11, 7},{12, 5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.287,0.285,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
