i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
129,targeted,None,"290,492,1,96,503,113,201,278,507,600,32,57,25,181,404,59,87,358,149,210,69,513,134,372,696,104,645,1160,50,142,614,303,60,11,74,18,125","290,492,1,96,503,113,201,278,507,600,32,57,25,181,404,59,87,358,149,210,69,513,134,372,696,104,645,1160,50,1216,614,303,60,11,74,18,125",None,1,None,None,33.099,0.0,32.471,None,5.864,"{0, 1, 12}","{0, 1, 12}",{1},1.0,1.0,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{3}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3}","{1},{1},{1},{1},{1}",0.456,0.542,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{3},{1, 3},{3, 13},{0, 15},{3, 13},{3}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{3, 13},{3},{0, 1, 15},{0, 15},{0, 16, 3, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.392,0.44,"{0, 1, 12},{3, 13},{0, 16, 14},{3},{3},{1, 3},{3, 13},{0, 15},{3, 13},{3},{0, 16, 3, 14},{3},{3, 5},{0, 1, 15},{0, 1, 15},{3, 13},{2, 3},{13, 7},{0, 1, 3, 14},{13, 7}","{0, 1, 12},{3, 13},{0, 16, 14},{3},{1, 3},{3, 13},{3},{0, 1, 15},{0, 15},{0, 16, 3, 14},{3},{0, 1, 15},{3, 5},{3},{13, 7},{3, 13},{3, 13},{0, 1, 3, 14},{2, 3},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.391,0.407,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
130,targeted,None,"210,337,1077,491,433,401,243,407,410,453,174,856,26,205,598,446,1137,268,98,1197,13,182,740,677,553,24,142,141,404,191,863,502,361,78,365,299,137,417,382,615,420,414,1435,247,468,465,179,197,168,229","210,337,1077,491,433,401,243,407,410,453,174,856,26,205,598,446,1137,268,98,1197,13,182,740,677,553,24,142,141,404,191,863,502,361,78,365,299,137,417,382,615,420,414,1435,247,468,1652,179,197,168,229",None,1,None,None,32.208,0.0,9.485,None,5.611,"{1, 7}","{15, 7}",{1},1.0,0.0,"{1, 7},{13, 7},{0, 15},{5},{13, 7}","{15, 7},{15, 7},{3},{15},{7}","{1},{1},{1},{1},{1}",0.366,0.0,"{1, 7},{13, 7},{0, 15},{5},{13, 7},{0, 15},{3},{7},{12, 15},{15, 7}","{15, 7},{15, 7},{3},{15},{7},{8, 3, 13, 14},{8, 1, 2, 3},{15, 7},{0, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.25,0.15,"{1, 7},{13, 7},{0, 15},{5},{13, 7},{0, 15},{3},{7},{12, 15},{15, 7},{7},{13, 5, 7},{5, 7},{15, 7},{7},{10, 7},{11, 2, 3},{3, 13},{0, 15},{3}","{15, 7},{15, 7},{3},{15},{7},{8, 3, 13, 14},{8, 1, 2, 3},{15, 7},{0, 3},{3},{0},{3, 5},{0, 1, 14, 15},{0, 1, 15},{3},{0, 1, 8},{3},{0, 15},{3},{15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.157,0.28,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
131,targeted,None,"492,158,140,52,145,653,90,503,50,513,190,225,666,356,59,1115,134,978,72,510,461,493,509,809,295,639,568,424,10,300,236,263,734,768,990,499,619,670,93,378,1408,211","492,158,140,52,145,653,90,503,50,513,190,225,666,356,59,1115,134,978,72,510,461,493,509,809,295,639,568,424,10,300,236,263,730,768,990,499,764,670,990,1061,1408,211",None,4,None,None,30.64,0.0,5.542,None,6.954,{1},"{3, 7}",{1},1.0,0.0,"{1},{13, 7},{3, 13},{3, 13, 7},{7}","{3, 7},{3, 13},{3, 13},{3, 13},{3, 13}","{1},{1},{1},{1},{1}",0.202,0.0,"{1},{13, 7},{3, 13},{3, 13, 7},{7},{7},{13, 7},{13, 7},{3, 7},{16, 7}","{3, 7},{3, 13},{3, 13},{3, 13},{3, 13},{7},{7},{3},{13, 7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.129,0.0,"{1},{13, 7},{3, 13},{3, 13, 7},{7},{7},{13, 7},{13, 7},{3, 7},{16, 7},{3},{7},{7},{1, 2, 14, 15},{13, 5, 7},{7},{11, 3},{13, 7},{11, 2, 3},{11, 2, 3}","{3, 7},{3, 13},{3, 13},{3, 13},{3, 13},{7},{7},{3},{13, 7},{7},{13, 7},{7},{3, 7},{15},{13, 7},{7},{16, 3},{7},{3, 7},{14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.156,0.0,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
132,targeted,None,"117,45,210,30,50,32,1008,395,362,514,217,76,315,151,62,114,740,143,155,212,877,887,778,1165,1492,656,422,169,528,257,502,157,312,491,95,298,142,173,711,665,470,1199,229,1005,896,578,863,1058,987,1321","117,45,210,30,50,32,1008,395,362,514,217,76,315,151,62,114,740,143,155,212,877,887,778,1165,1492,656,422,169,528,257,502,157,312,491,95,298,142,173,711,665,470,1199,229,1005,896,578,863,1058,358,1321",None,1,None,None,29.915,0.0,1.074,None,5.636,"{0, 1, 15}","{15, 7}",{1},1.0,0.0,"{0, 1, 15},{0, 14},{0, 16, 14},{5, 7},{0, 1, 15}","{15, 7},{15, 7},{15},{15},{12, 15}","{1},{1},{1},{1},{1}",0.535,0.0,"{0, 1, 15},{0, 14},{0, 16, 14},{5, 7},{0, 1, 15},{0, 14, 15},{15, 7},{0, 10, 14, 15},{0, 1, 14},{0, 15}","{15, 7},{15, 7},{15},{15},{12, 15},{0, 15, 7},{14, 15},{0},{15, 7},{14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.413,0.0,"{0, 1, 15},{0, 14},{0, 16, 14},{5, 7},{0, 1, 15},{0, 14, 15},{15, 7},{0, 10, 14, 15},{0, 1, 14},{0, 15},{0, 1, 14, 15},{15, 7},{0, 1},{0, 5, 15},{0, 14, 15},{0, 16, 14, 15},{15, 7},{0, 1, 12},{10, 3},{0, 1, 14}","{15, 7},{15, 7},{15},{15},{12, 15},{0, 15, 7},{14, 15},{0},{15, 7},{14},{10, 7},{15},{10, 7},{13, 7},{10},{15, 7},{14, 15},{15, 5, 7},{12, 15},{12, 15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.42,0.0,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
133,targeted,None,"252,96,861,190,303,439,488,292,217,513,368,562,174,248,330,99,87,653,97,343,35,11,25,243,50,645,337,132,383,366,446,197,268,935,1137,657,1173,515,1211","252,96,861,190,303,439,488,292,217,513,368,562,174,248,330,99,87,653,97,343,35,11,25,243,50,645,337,132,383,366,446,197,268,935,1137,657,489,515,1211",None,1,None,None,29.506,0.0,7.861,None,6.143,"{0, 1, 7, 13, 14, 16}",{3},{1},1.0,0.0,"{0, 1, 7, 13, 14, 16},{0, 15, 7},{15, 7},{0, 1},{11, 2, 3}","{3},{7},{3},{3},{3}","{1},{1},{1},{1},{1}",0.629,0.0,"{0, 1, 7, 13, 14, 16},{0, 15, 7},{15, 7},{0, 1},{11, 2, 3},{0, 1, 3, 13},{0, 16, 7},{2, 3},{16, 7},{0, 15}","{3},{7},{3},{3},{3},{8, 3, 13, 14},{3, 5},{3},{0, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.547,0.0,"{0, 1, 7, 13, 14, 16},{0, 15, 7},{15, 7},{0, 1},{11, 2, 3},{0, 1, 3, 13},{0, 16, 7},{2, 3},{16, 7},{0, 15},{5, 7},{11, 2, 3},{3, 14},{7},{3, 5},{3, 7},{8, 3, 14, 7},{3},{3},{1, 17, 7}","{3},{7},{3},{3},{3},{8, 3, 13, 14},{3, 5},{3},{0, 3},{3},{3, 7},{3},{3},{3},{3},{8, 1, 2, 3},{3},{3},{3, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.44,0.098,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
134,targeted,None,"37,139,352,665,802,257,711,157,362,477,312,155,30,217,173,521,759,987,387,24,325,784,76,528,1224,152,972,151,7,212,382,124,896,169,1087,1071,976,198,693,339,514,114,62,887,605,216,438,778,143,1074","37,139,352,665,802,257,711,157,362,477,312,155,30,217,173,521,759,987,387,24,325,784,76,528,1224,152,972,151,7,212,382,124,896,169,1087,1071,976,198,693,339,514,114,62,887,605,216,438,438,143,1074",None,1,None,None,31.036,0.0,33.142,None,5.347,"{0, 1, 12, 14}","{0, 1, 12, 14}",{1},1.0,1.0,"{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15}","{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15}","{1},{1},{1},{1},{1}",0.494,0.494,"{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15},{10},{0, 10, 14, 15},{10},{10},{10, 7}","{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15},{10},{10},{0, 10, 14, 15},{10},{10, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.364,0.366,"{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15},{10},{0, 10, 14, 15},{10},{10},{10, 7},{0, 10},{10, 3},{10},{10},{10, 13},{10, 7},{10, 14, 15},{10},{0, 10},{0, 15}","{0, 1, 12, 14},{0, 14, 15},{10, 7},{10},{10, 15},{10},{10},{0, 10, 14, 15},{10},{10, 7},{0, 10},{10},{10, 3},{10, 13},{10},{10},{10, 14, 15},{10, 7},{0, 10},{10, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.259,0.26,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
135,targeted,None,"50,157,497,119,572,298,731,368,109,322,261,171,726,103,525,230,79,562,445,493,619,455,889,201,95,97,221,259,114","50,157,497,119,572,298,731,368,109,322,261,171,726,103,525,230,79,562,445,95,619,455,889,201,95,464,221,259,114",None,2,None,None,25.968,0.0,8.35,None,6.031,"{0, 1}","{15, 7}",{1},1.0,0.0,"{0, 1},{5, 7},{16, 13, 7},{3},{15, 7}","{15, 7},{0, 1},{16, 7},{0, 16, 14, 15},{0, 5, 7}","{1},{1},{1},{1},{1}",0.335,0.177,"{0, 1},{5, 7},{16, 13, 7},{3},{15, 7},{10, 13, 15},{12, 7},{15, 7},{0, 5, 7},{0, 1, 13, 14, 16}","{15, 7},{0, 1},{16, 7},{0, 16, 14, 15},{0, 5, 7},{9, 14},{3},{0, 10, 14, 15},{0, 10},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.323,0.122,"{0, 1},{5, 7},{16, 13, 7},{3},{15, 7},{10, 13, 15},{12, 7},{15, 7},{0, 5, 7},{0, 1, 13, 14, 16},{9, 12, 15},{7},{0, 16, 7},{16, 7},{0, 10},{0, 16, 14, 15},{12, 15},{7},{7},{9, 14}","{15, 7},{0, 1},{16, 7},{0, 16, 14, 15},{0, 5, 7},{9, 14},{3},{0, 10, 14, 15},{0, 10},{7},{12, 7},{16, 14},{16, 13, 7},{3, 7},{13, 7},{5, 7},{0, 16, 7},{7},{14},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.216,0.082,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
136,targeted,None,"93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,497,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,461,162,180,226,568,6,358,255,751,116","93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,497,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,116,162,180,226,568,6,358,255,751,116",None,1,None,None,29.69,0.0,17.59,None,4.975,"{0, 1, 14, 16}","{0, 1, 14, 16}",{1},1.0,1.0,"{0, 1, 14, 16},{13, 7},{3, 7},{0, 13, 7},{9, 12, 5, 15}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7}","{1},{1},{1},{1},{1}",0.439,0.429,"{0, 1, 14, 16},{13, 7},{3, 7},{0, 13, 7},{9, 12, 5, 15},{7},{7},{7},{3},{11, 2, 3}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.355,0.348,"{0, 1, 14, 16},{13, 7},{3, 7},{0, 13, 7},{9, 12, 5, 15},{7},{7},{7},{3},{11, 2, 3},{0, 13, 15},{16, 7},{12, 5, 7},{0, 15},{11, 7},{0, 10, 14},{13, 7},{0, 1, 13, 14, 16},{1, 3},{13, 7}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14},{12, 5, 7},{13, 7},{13, 7},{16, 7},{11, 2, 3},{11, 7},{0, 1, 13, 14, 16},{0, 13, 15},{0, 15},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.318,0.289,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
137,targeted,None,"158,290,61,118,696,53,356,615,141,358,90,190,121,341,1077,503,1115,210,553,78,87,404,365,24,84,526,648,337,197,1160,137,657,435","158,290,61,118,696,53,356,615,141,358,90,190,121,341,1077,503,1115,210,553,78,87,404,365,84,84,526,648,337,197,1160,137,657,435",None,1,None,None,27.434,0.0,35.107,None,5.799,"{0, 1, 15}","{0, 1, 15}",{1},1.0,1.0,"{0, 1, 15},{0, 1, 12},{3, 13},{3},{0, 1, 8}","{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 8},{3}","{1},{1},{1},{1},{1}",0.809,0.778,"{0, 1, 15},{0, 1, 12},{3, 13},{3},{0, 1, 8},{3},{0, 15},{8, 3, 13, 14},{3, 13},{0, 1, 14, 15}","{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 8},{3},{3},{0, 15},{0, 1, 14, 15},{8, 3, 13, 14},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.625,0.613,"{0, 1, 15},{0, 1, 12},{3, 13},{3},{0, 1, 8},{3},{0, 15},{8, 3, 13, 14},{3, 13},{0, 1, 14, 15},{0, 15},{3, 13},{11, 2, 3},{0, 16, 3, 14},{3, 13},{0, 16, 14},{15, 7},{3},{0, 15},{3}","{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 8},{3},{3},{0, 15},{0, 1, 14, 15},{8, 3, 13, 14},{3, 13},{0, 15},{3, 13},{3, 13},{11, 2, 3},{0, 16, 3, 14},{0, 16, 14},{15, 7},{3},{0, 15},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.422,0.414,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
138,targeted,None,"358,248,210,322,32,192,310,545,221,25,51,237,123,196,6,233,341,278,30,390,146,101,255,424,304,1115,217,362,974,151,817,483,330,226,218,666,94,889,768,13,181,314,434,551,254,53,782,190,104,645","358,248,210,322,32,192,310,545,221,25,51,237,123,196,6,233,341,278,30,390,146,101,255,424,304,1115,217,362,974,151,817,483,330,226,218,666,94,889,768,13,181,314,434,551,254,53,782,190,135,645",None,1,None,None,30.163,0.0,14.783,None,5.23,"{0, 1, 3, 14}","{0, 1, 3, 14}",{1},1.0,1.0,"{0, 1, 3, 14},{3, 13},{0, 14, 15},{2, 3},{3}","{0, 1, 3, 14},{3},{0, 14, 15},{1, 3},{2, 3}","{1},{1},{1},{1},{1}",0.499,0.626,"{0, 1, 3, 14},{3, 13},{0, 14, 15},{2, 3},{3},{0, 14},{1, 3},{14, 7},{0, 1, 13, 14, 16},{13, 7}","{0, 1, 3, 14},{3},{0, 14, 15},{1, 3},{2, 3},{13, 7},{15, 5, 7},{0, 1, 13, 14, 16},{3, 13},{0, 16, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.51,0.514,"{0, 1, 3, 14},{3, 13},{0, 14, 15},{2, 3},{3},{0, 14},{1, 3},{14, 7},{0, 1, 13, 14, 16},{13, 7},{0, 1, 15},{0, 16, 7},{0, 1, 14},{7},{3, 5},{13, 7},{0, 1, 13, 14, 16},{2, 3, 15},{0, 16, 14},{5, 7}","{0, 1, 3, 14},{3},{0, 14, 15},{1, 3},{2, 3},{13, 7},{15, 5, 7},{0, 1, 13, 14, 16},{3, 13},{0, 16, 14},{0, 14},{0, 1, 15},{7},{0, 1, 13, 14, 16},{0, 1, 14},{13, 7},{5, 7},{0, 16, 7},{3, 13},{3, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.478,0.494,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
139,targeted,None,"290,140,421,61,569,340,41,145,252,96,669,52,361,732,176,275,1028,332,1226","290,140,421,61,569,340,41,145,252,96,669,52,361,732,176,275,1028,280,1226",None,1,None,None,27.579,0.0,27.466,None,5.791,"{1, 3, 7}","{1, 3, 7}",{1},1.0,1.0,"{1, 3, 7},{3, 13},{5},{0, 1, 14, 15},{3, 12}","{1, 3, 7},{3, 13},{14, 15},{0, 1, 14, 15},{5}","{1},{1},{1},{1},{1}",0.651,0.641,"{1, 3, 7},{3, 13},{5},{0, 1, 14, 15},{3, 12},{14, 15},{3},{3},{0, 1},{3, 13}","{1, 3, 7},{3, 13},{14, 15},{0, 1, 14, 15},{5},{3},{3},{0, 1, 13, 14, 16},{3},{15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.543,0.599,"{1, 3, 7},{3, 13},{5},{0, 1, 14, 15},{3, 12},{14, 15},{3},{3},{0, 1},{3, 13},{3},{10},{16, 3},{15, 7},{3},{0},{0, 1},{14, 7},{11, 2, 3},{0, 15}","{1, 3, 7},{3, 13},{14, 15},{0, 1, 14, 15},{5},{3},{3},{0, 1, 13, 14, 16},{3},{15, 7},{3, 12},{0, 12, 14, 15},{0, 15},{0, 1},{16, 3},{3, 13},{3},{15, 5, 7},{0, 16, 15, 7},{2, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.415,0.413,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
140,targeted,None,"140,569,61,498,44,356,503,740,31,484,290,332,696,874,50,243,69,994,553,649,307,1124,856","140,569,61,498,44,356,503,740,31,484,290,332,696,874,50,243,69,994,553,649,307,1124,564",None,1,None,None,29.118,0.0,16.882,None,5.446,"{0, 1, 12}","{0, 1, 12}",{1},1.0,1.0,"{0, 1, 12},{0, 15},{0, 16, 14},{7},{0, 1, 15}","{0, 1, 12},{0, 15},{0, 15},{0, 1, 15},{0, 16, 14}","{1},{1},{1},{1},{1}",0.566,0.556,"{0, 1, 12},{0, 15},{0, 16, 14},{7},{0, 1, 15},{0, 15},{0, 5, 15},{0, 1, 15},{0, 16, 3, 14},{7}","{0, 1, 12},{0, 15},{0, 15},{0, 1, 15},{0, 16, 14},{3},{0, 1, 15},{7},{15, 7},{0, 5, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.444,0.488,"{0, 1, 12},{0, 15},{0, 16, 14},{7},{0, 1, 15},{0, 15},{0, 5, 15},{0, 1, 15},{0, 16, 3, 14},{7},{7},{15, 7},{13, 7},{3},{0, 1, 5},{0, 15},{5},{10, 3},{3},{16, 7}","{0, 1, 12},{0, 15},{0, 15},{0, 1, 15},{0, 16, 14},{3},{0, 1, 15},{7},{15, 7},{0, 5, 15},{7},{1, 3},{13, 7},{13, 7},{7},{0, 16, 3, 14},{13, 7},{3},{0, 1, 5},{5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.372,0.419,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
141,targeted,None,"232,298,402,358,53,624,795,48,439,112,477,162,360,142,1181,322,735,30,34,318,180,115,432,149,151,1017,113,58,414,865,230,137,103,391,50,363,218,175,78,343,330,378,404,570,541,248,57,568,276,658","232,298,402,358,53,624,795,48,439,112,477,162,360,142,1181,322,735,30,34,318,180,115,432,149,151,1017,113,58,414,865,230,137,103,391,50,363,218,175,78,343,330,378,404,57,541,248,57,568,276,658",None,1,None,None,34.112,0.0,26.758,None,5.175,"{0, 1, 14}","{0, 1, 14}",{1},1.0,1.0,"{0, 1, 14},{0, 13},{3},{0, 15},{3, 13}","{0, 1, 14},{3, 13},{3, 13},{0, 13},{3}","{1},{1},{1},{1},{1}",0.469,0.461,"{0, 1, 14},{0, 13},{3},{0, 15},{3, 13},{3},{0, 1, 14},{0, 15},{3, 13},{0, 13, 15}","{0, 1, 14},{3, 13},{3, 13},{0, 13},{3},{0, 15},{3, 14},{0, 3, 7},{0, 15},{16, 15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.406,0.291,"{0, 1, 14},{0, 13},{3},{0, 15},{3, 13},{3},{0, 1, 14},{0, 15},{3, 13},{0, 13, 15},{0, 15},{7},{0, 10},{3, 13},{3, 14},{0, 1, 14, 15},{0, 16, 13},{1, 3, 7},{11, 2, 3},{7}","{0, 1, 14},{3, 13},{3, 13},{0, 13},{3},{0, 15},{3, 14},{0, 3, 7},{0, 15},{16, 15, 7},{7},{7},{0, 10},{0, 1, 14, 15},{15, 7},{1, 3, 7},{10},{11},{0, 15},{9, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.366,0.317,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
142,targeted,None,"81,7,684,768,955,441,143,183,1093,34,444,206,209,341,83,97,876,132,101,1295,759,1009,813,1290,556,527,435,329,55,353,774,608,475,9,878,364,880,1049,386,832,346,349,283,436,685,933,532,574,1213,552","81,7,684,768,955,441,143,183,1093,34,444,206,209,341,83,97,876,132,101,1295,759,1009,813,1290,556,527,435,329,55,353,774,608,475,9,878,364,880,1049,386,832,346,349,283,436,552,933,532,574,181,552",None,2,None,None,31.573,0.0,9.814,None,5.706,"{11, 1, 2, 3}","{10, 14}",{1},1.0,0.0,"{11, 1, 2, 3},{10, 15},{3},{0, 1, 3, 5},{0, 1, 13, 14, 16}","{10, 14},{3},{10, 3, 5},{3},{3, 15}","{1},{1},{1},{1},{1}",0.813,0.0,"{11, 1, 2, 3},{10, 15},{3},{0, 1, 3, 5},{0, 1, 13, 14, 16},{0},{3, 5},{0, 1, 5, 7},{0, 1, 5},{0, 1}","{10, 14},{3},{10, 3, 5},{3},{3, 15},{3},{0, 10},{0, 10, 14, 15},{10},{3, 12}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.789,0.0,"{11, 1, 2, 3},{10, 15},{3},{0, 1, 3, 5},{0, 1, 13, 14, 16},{0},{3, 5},{0, 1, 5, 7},{0, 1, 5},{0, 1},{0, 15, 7},{0, 1, 2, 3, 8},{0, 12, 13, 15},{3},{3},{10, 14, 15},{0, 16, 3, 14},{0, 1},{11, 1, 3},{3}","{10, 14},{3},{10, 3, 5},{3},{3, 15},{3},{0, 10},{0, 10, 14, 15},{10},{3, 12},{2, 3},{3},{1, 3},{0, 14, 15},{0, 14, 15},{3},{17, 3},{0, 17, 3},{8, 1, 2, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.645,0.104,True,BERT4Rec,ml-100k,Adventure,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 21:29:37"
