i,gen_target_y@1,pop_size,generations,jaccard_threshold,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,timestamp
4,{1},8192,10,0.7,targeted,None,"376,699,297,533,250,369,979,1114,927,205,41,348,102,267,116,262,185,5,1117,405,86,891,956,326,368,322,367,671,1211,64,134,383,372,104,1207,88,484,388,873,1183,1195,526,850,492,2,308,555,720,374,774","376,699,297,533,250,369,979,1114,927,205,41,348,102,267,116,262,185,5,1117,405,86,891,956,326,368,322,367,671,1211,64,134,383,372,104,1207,88,484,388,873,1183,1195,526,850,492,2,308,955,720,374,774",None,1,None,None,90.188,97.07,79.053,2.919,3.242,"{0, 1}","{0, 15}",1.0,0.0,"{0, 1},{10, 7},{0, 15},{0, 3},{7}","{0, 15},{7},{0, 3},{0, 1},{5, 7}","{1},{1},{1},{1},{1}",0.363,0.164,"{0, 1},{10, 7},{0, 15},{0, 3},{7},{14, 7},{3},{5, 7},{7},{0, 16, 14, 15}","{0, 15},{7},{0, 3},{0, 1},{5, 7},{3},{7},{7},{1, 14, 15},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.231,0.228,"{0, 1},{10, 7},{0, 15},{0, 3},{7},{14, 7},{3},{5, 7},{7},{0, 16, 14, 15},{14, 15},{15},{0, 10},{5, 7},{5},{0, 10, 14, 15},{0, 13, 7},{7},{0, 1, 14},{16, 13, 7}","{0, 15},{7},{0, 3},{0, 1},{5, 7},{3},{7},{7},{1, 14, 15},{5, 7},{10, 7},{0, 16, 14, 15},{14, 7},{0, 13, 7},{3, 7},{7},{5},{5},{0, 13, 15},{0, 1, 14, 16}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.191,0.198,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
5,{1},8192,10,0.7,targeted,None,"569,421,118,900,1070,50,59,53,190,134,388,596,358,13,69,401,696,78,241,231,175,290,1,492","569,421,118,900,1070,50,59,53,190,134,388,596,358,13,69,401,696,78,241,231,175,290,172,492",None,1,None,None,73.999,99.023,64.014,3.873,4.707,"{1, 3}",{7},1.0,0.0,"{1, 3},{3},{3, 12, 5, 7},{9, 12, 5, 15},{16, 7}","{7},{0, 13, 7},{3, 7},{3, 12, 5, 7},{3}","{1},{1},{1},{1},{1}",0.281,0.0,"{1, 3},{3},{3, 12, 5, 7},{9, 12, 5, 15},{16, 7},{7},{0, 13, 7},{10, 12, 5, 15},{6},{0, 15}","{7},{0, 13, 7},{3, 7},{3, 12, 5, 7},{3},{3},{0, 16, 15, 7},{3, 13},{16, 13, 7},{9, 12, 5, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.188,0.0,"{1, 3},{3},{3, 12, 5, 7},{9, 12, 5, 15},{16, 7},{7},{0, 13, 7},{10, 12, 5, 15},{6},{0, 15},{0, 16, 15, 7},{13, 7},{12, 15},{15, 13, 7},{3},{3, 7},{15, 5, 7},{15, 5, 7},{3},{11, 3, 13}","{7},{0, 13, 7},{3, 7},{3, 12, 5, 7},{3},{3},{0, 16, 15, 7},{3, 13},{16, 13, 7},{9, 12, 5, 15},{15, 13, 7},{15, 5, 7},{15, 7},{0, 5, 7},{16, 7},{14, 7},{12, 15},{7},{15, 7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.12,0.0,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
6,{1},8192,10,0.7,targeted,None,"557,457,527,459,245,63,339,77,136,167,9,1057,593,432,378,779,34,232,322,780,254,574,346,436,265,62,974,1123,469,55,608,67,754,310,158,13,1238,96,352,255,318,492,146,434,547,175,51,530,1064,326","557,457,527,459,245,63,339,77,136,167,9,1057,593,432,378,779,34,232,322,780,254,574,346,436,265,62,974,1123,469,55,608,67,754,310,158,13,1238,96,352,255,318,492,146,434,547,175,51,530,1041,326",None,1,None,None,93.468,97.253,88.477,2.499,3.061,"{0, 1, 14, 16}","{0, 13, 15}",1.0,0.0,"{0, 1, 14, 16},{13, 7},{3},{3},{0, 13, 15}","{0, 13, 15},{3, 7},{3},{0, 13, 7},{3, 7}","{1},{1},{1},{1},{1}",0.544,0.0,"{0, 1, 14, 16},{13, 7},{3},{3},{0, 13, 15},{0, 13, 7},{0, 11, 3},{0, 1, 14},{1, 3},{0, 13, 15}","{0, 13, 15},{3, 7},{3},{0, 13, 7},{3, 7},{13, 7},{3, 13},{0, 1, 14, 16},{3},{1, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.469,0.178,"{0, 1, 14, 16},{13, 7},{3},{3},{0, 13, 15},{0, 13, 7},{0, 11, 3},{0, 1, 14},{1, 3},{0, 13, 15},{0, 16, 15},{3},{3},{5, 15},{3},{0, 1, 13, 14, 16},{6},{10, 15},{18},{12, 15}","{0, 13, 15},{3, 7},{3},{0, 13, 7},{3, 7},{13, 7},{3, 13},{0, 1, 14, 16},{3},{1, 3},{3, 12, 5, 7},{7},{11, 2, 3},{7},{12, 15},{6},{3, 7},{7},{3, 13, 7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.408,0.121,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
7,{1},8192,10,0.7,targeted,None,"5,720,185,945,1230,492,131,1283,272,711,610,555,82,1001,799,83,699,500,337,81,379,1069,807,54,823,45,503,795,856,939,984,487,6,832,295,704,932,609,1099,1180,361,134,581,244,326,864,1282,631,1431,923","5,720,185,945,1230,492,131,1283,272,711,610,555,82,1001,799,83,699,500,337,81,379,1069,807,54,823,45,503,795,856,939,984,487,6,832,295,704,932,609,1099,1180,361,134,581,244,326,864,1282,631,1431,431",None,1,None,None,89.006,99.414,83.789,2.61,4.837,"{0, 1, 14}",{3},1.0,0.0,"{0, 1, 14},{0, 10, 14},{0, 15},{3, 7},{7}","{3},{0, 14, 15},{3, 12, 5, 15},{3, 7},{3, 7}","{1},{1},{1},{1},{1}",0.42,0.0,"{0, 1, 14},{0, 10, 14},{0, 15},{3, 7},{7},{7},{3, 12, 5, 15},{3, 13},{15, 5, 7},{3, 7}","{3},{0, 14, 15},{3, 12, 5, 15},{3, 7},{3, 7},{5},{7},{0, 15},{0, 15},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.274,0.0,"{0, 1, 14},{0, 10, 14},{0, 15},{3, 7},{7},{7},{3, 12, 5, 15},{3, 13},{15, 5, 7},{3, 7},{7},{11, 3},{0, 12, 15},{15, 5, 7},{3},{1, 14, 15},{7},{12, 5, 7},{7},{0, 1, 15}","{3},{0, 14, 15},{3, 12, 5, 15},{3, 7},{3, 7},{5},{7},{0, 15},{0, 15},{7},{15, 5, 7},{16, 7},{15, 5, 7},{12, 15},{0, 3, 7},{7},{0, 17, 7},{13, 7},{3},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.273,0.0,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
8,{1},8192,10,0.7,targeted,None,"1673,27,101,1316,41,292,183,294,475,507,220,205,141,532,122,25,50,436,439,346,148,655,63,321,553,48,567,210,434,390,648,167,208,407,503,32,481,190,201,227,29,37,228,111,230,100,79,538,298,334","1673,27,101,1316,61,292,183,294,475,507,220,205,141,532,122,25,50,436,439,346,148,655,63,321,553,48,567,210,434,390,648,167,208,407,503,32,481,190,201,227,29,37,228,111,230,100,79,538,298,334",None,1,None,None,88.77,92.59,84.229,3.372,2.301,"{1, 17, 7}","{1, 17, 7}",1.0,1.0,"{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7}","{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7}","{1},{1},{1},{1},{1}",0.443,0.443,"{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7},{11},{0, 10},{11, 2, 3},{7},{15, 7}","{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7},{11},{0, 10},{11, 2, 3},{7},{15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.312,0.312,"{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7},{11},{0, 10},{11, 2, 3},{7},{15, 7},{0, 15},{0, 1, 14},{16, 7},{7},{0, 13, 15},{3, 13},{7},{12, 7},{13, 7},{0, 1, 7}","{1, 17, 7},{7},{3, 13, 7},{3, 14},{15, 7},{11},{0, 10},{11, 2, 3},{7},{15, 7},{0, 15},{16, 7},{0, 1, 14},{0, 13, 15},{7},{7},{3, 13},{12, 7},{0, 1, 7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.302,0.302,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
9,{1},8192,10,0.7,targeted,None,"388,936,303,578,1295,404,121,18,25,782,69,553,260,104,137,345,279,84,365,191,24,152,201,409,472,1038,572,241,157,175,30,461,906,240,67,239,102,623,842,568,217,32,321,450,138,101,457,242,27,424","388,936,303,578,1295,404,121,18,25,782,69,553,260,104,137,345,279,84,365,191,24,152,201,409,472,1038,572,241,157,175,30,461,906,240,67,239,102,623,842,568,217,32,321,450,138,101,457,24,27,424",None,1,None,None,89.629,96.765,77.527,2.95,3.736,"{0, 1, 14}",{11},1.0,0.0,"{0, 1, 14},{11},{11, 2, 3},{0, 1},{0, 15}","{11},{11, 2, 3},{15, 7},{0, 1},{3, 14}","{1},{1},{1},{1},{1}",0.571,0.156,"{0, 1, 14},{11},{11, 2, 3},{0, 1},{0, 15},{7},{11, 2, 3},{0, 13},{1, 17, 7},{3, 13, 7}","{11},{11, 2, 3},{15, 7},{0, 1},{3, 14},{1, 17, 7},{11, 1, 3, 7},{0, 15},{11, 2, 3},{0, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.453,0.383,"{0, 1, 14},{11},{11, 2, 3},{0, 1},{0, 15},{7},{11, 2, 3},{0, 13},{1, 17, 7},{3, 13, 7},{3, 14},{16, 13, 7},{11, 2, 3},{7},{0, 1},{0, 1, 7, 13, 14, 16},{3, 13},{11, 13},{16, 7},{11, 1, 3, 7}","{11},{11, 2, 3},{15, 7},{0, 1},{3, 14},{1, 17, 7},{11, 1, 3, 7},{0, 15},{11, 2, 3},{0, 1},{0, 1, 7, 13, 14, 16},{11, 2, 3},{16, 7},{3, 13},{16, 13, 7},{16, 3, 13},{0, 14, 15},{16, 13, 7},{0, 16, 14, 15},{11, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.444,0.309,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
10,{1},8192,10,0.7,targeted,None,"1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,670","1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,610",None,1,None,None,90.997,97.51,83.032,2.783,3.283,"{0, 1, 3}","{13, 7}",1.0,0.0,"{0, 1, 3},{10, 12, 15},{3},{3, 12, 13},{12, 13, 15}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7}","{1},{1},{1},{1},{1}",0.382,0.186,"{0, 1, 3},{10, 12, 15},{3},{3, 12, 13},{12, 13, 15},{15},{3},{0, 11, 3},{0, 17, 7},{2, 3}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7},{15},{3, 13},{3, 13},{0, 16, 13},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.274,0.128,"{0, 1, 3},{10, 12, 15},{3},{3, 12, 13},{12, 13, 15},{15},{3},{0, 11, 3},{0, 17, 7},{2, 3},{0, 1},{0, 10, 14},{10},{0, 14},{3},{7},{3},{0, 13, 15},{3},{3}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7},{15},{3, 13},{3, 13},{0, 16, 13},{3, 7},{13, 7},{3, 13},{3, 13},{11, 3},{13, 7},{3},{11, 3, 13},{13, 7},{3},{0, 13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.237,0.086,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
11,{1},8192,10,0.7,targeted,None,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,358,1195,1083,174,1183,333",None,1,None,None,91.148,96.338,86.121,2.899,2.907,"{0, 1, 14, 15}","{15, 7}",1.0,0.0,"{0, 1, 14, 15},{7},{15, 7},{0, 15},{0, 1, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{1},{1},{1},{1},{1}",0.674,0.443,"{0, 1, 14, 15},{7},{15, 7},{0, 15},{0, 1, 15},{0, 1, 14, 15},{3, 5},{8, 3, 13, 14},{8, 1, 2, 3},{0, 1, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.662,0.476,"{0, 1, 14, 15},{7},{15, 7},{0, 15},{0, 1, 15},{0, 1, 14, 15},{3, 5},{8, 3, 13, 14},{8, 1, 2, 3},{0, 1, 15},{0},{3},{0, 1, 5},{3, 13},{0, 1, 15},{3},{3, 13},{3},{3},{15, 7}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.589,0.399,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
12,{1},8192,10,0.7,targeted,None,"158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,279","158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,158,770,652,279",None,1,None,None,81.943,97.131,81.897,3.59,2.944,"{0, 1, 14, 15}","{0, 14, 15}",1.0,0.0,"{0, 1, 14, 15},{0, 15},{0, 15},{0, 14, 15},{0, 1, 15}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15}","{1},{1},{1},{1},{1}",0.592,0.342,"{0, 1, 14, 15},{0, 15},{0, 15},{0, 14, 15},{0, 1, 15},{0, 15},{15, 7},{0, 1, 8},{0, 15},{0, 16, 14}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15},{0, 15},{0, 17, 7},{0, 1, 14, 15},{0},{0, 16, 14}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.488,0.329,"{0, 1, 14, 15},{0, 15},{0, 15},{0, 14, 15},{0, 1, 15},{0, 15},{15, 7},{0, 1, 8},{0, 15},{0, 16, 14},{0, 1, 12},{0, 1, 15},{0, 15},{0, 1, 15},{0, 17, 7},{0},{0, 14},{0, 1, 5},{0, 1, 15},{0}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15},{0, 15},{0, 17, 7},{0, 1, 14, 15},{0},{0, 16, 14},{0, 15},{0, 1, 12},{9, 5, 15},{0, 15},{0, 1, 14, 15},{0, 1, 15},{0},{0, 15},{0},{0, 1, 5}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.535,0.398,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
13,{1},8192,10,0.7,targeted,None,"736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205","736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,720",None,1,None,None,91.594,98.547,83.191,2.779,3.189,"{1, 14}","{3, 14}",1.0,0.0,"{1, 14},{3},{7},{3, 7},{0, 1, 3, 14}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14}","{1},{1},{1},{1},{1}",0.64,0.123,"{1, 14},{3},{7},{3, 7},{0, 1, 3, 14},{3, 14},{3, 7},{3, 14},{3, 13},{13, 15, 5, 7}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14},{3},{0, 16, 14},{1, 3},{7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.381,0.159,"{1, 14},{3},{7},{3, 7},{0, 1, 3, 14},{3, 14},{3, 7},{3, 14},{3, 13},{13, 15, 5, 7},{3, 5},{3, 13, 7},{13, 7},{3},{3, 7},{15},{9, 12, 5, 15},{7},{3},{5, 15}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14},{3},{0, 16, 14},{1, 3},{7},{7},{3},{0, 5, 15},{3, 7},{10, 3},{0, 1, 3, 14},{0},{3, 7},{7},{5, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.252,0.177,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
14,{1},8192,10,0.7,targeted,None,"292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523","292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,53",None,1,None,None,90.354,98.669,63.184,3.319,4.768,"{0, 1}","{3, 13}",1.0,0.0,"{0, 1},{16, 11, 7},{1, 3, 7},{0, 16, 13, 7},{14}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7}","{1},{1},{1},{1},{1}",0.467,0.0,"{0, 1},{16, 11, 7},{1, 3, 7},{0, 16, 13, 7},{14},{3, 5},{3, 13, 7},{16, 3, 13},{0, 15},{0, 16, 7}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7},{3},{13, 7},{13, 7},{3, 13},{14, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.301,0.0,"{0, 1},{16, 11, 7},{1, 3, 7},{0, 16, 13, 7},{14},{3, 5},{3, 13, 7},{16, 3, 13},{0, 15},{0, 16, 7},{0, 5, 7},{0, 1, 3, 13},{3, 13},{3},{7},{7},{3, 13},{11, 3},{12, 15, 14, 7},{11, 13}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7},{3},{13, 7},{13, 7},{3, 13},{14, 7},{0, 13, 15},{0, 16, 13, 7},{3, 7},{13, 7},{3},{3},{0, 1},{7},{7},{13, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.267,0.035,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
15,{1},8192,10,0.7,targeted,None,"78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125","78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,702,370,125",None,1,None,None,92.026,96.936,73.645,2.626,4.531,"{0, 1, 15}",{3},1.0,0.0,"{0, 1, 15},{0, 1, 14, 15},{0, 15},{0},{15}","{3},{0},{3},{15},{3}","{1},{1},{1},{1},{1}",0.752,0.0,"{0, 1, 15},{0, 1, 14, 15},{0, 15},{0},{15},{0, 1, 15},{0, 15},{3},{0, 15},{0}","{3},{0},{3},{15},{3},{3},{8, 3, 14, 7},{0, 13, 15},{0},{0, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.641,0.089,"{0, 1, 15},{0, 1, 14, 15},{0, 15},{0},{15},{0, 1, 15},{0, 15},{3},{0, 15},{0},{3},{3},{0, 15},{0, 1, 14},{0, 15},{3},{0, 1, 12},{3, 13},{10, 7},{0, 15}","{3},{0},{3},{15},{3},{3},{8, 3, 14, 7},{0, 13, 15},{0},{0, 1},{3},{3},{0, 1, 12},{3, 13},{0, 1, 14},{0, 1, 5},{0, 14, 15},{0, 15},{16, 15, 7},{1, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.539,0.272,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
16,{1},8192,10,0.7,targeted,None,"197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,979","197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,299,979",None,1,None,None,90.707,94.189,84.668,3.093,2.561,"{0, 1, 14}",{0},1.0,0.0,"{0, 1, 14},{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15}","{1},{1},{1},{1},{1}",0.921,0.743,"{0, 1, 14},{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{0},{0},{0},{14, 15},{0, 1}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15},{0},{0, 1},{0, 1, 17},{0, 15},{0, 1, 14, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.78,0.743,"{0, 1, 14},{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{0},{0},{0},{14, 15},{0, 1},{1},{0, 1, 14, 15},{0},{0, 15},{0, 1, 13},{0, 1, 5, 15},{0, 1, 15},{0, 1, 14},{0, 1, 8},{0, 1}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15},{0},{0, 1},{0, 1, 17},{0, 15},{0, 1, 14, 15},{0, 14},{0},{0, 1, 13},{0},{0},{0, 1, 13, 7},{0, 15},{0, 1, 14},{0, 1, 8},{0}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.818,0.698,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Wed, 08 Jan 2025 16:14:14"
