i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
39,"(None, 1, 5)",bad,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193","1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,2475,1350,1844,67,2140,1193","sync_1635,sync_1663,sync_1319,sync_1419,sync_1264,sync_410,sync_1307,sync_2117,sync_1569,sync_1020,sync_2969,sync_455,sync_1527,sync_135,sync_318,sync_264,sync_1653,sync_711,sync_3382,sync_285,sync_532,sync_500,sync_475,sync_344,sync_1408,sync_1640,sync_1233,sync_530,sync_211,sync_98,sync_86,sync_1273,sync_2858,sync_152,sync_323,sync_229,sync_494,sync_466,sync_118,sync_985,sync_1708,sync_126,sync_1420,sync_305,add_2475,del_825,sync_1350,sync_1844,sync_67,sync_2140,sync_1193",1,"[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]","[{5, 15}, {15}, {15}, {0, 13, 15}, {15}]",0.954,163.852,2.228,1.392,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
39,"(None, 5, 5)",bad,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193","1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,2475,1708,126,1420,305,1350,1844,67,2140,1193","sync_1635,sync_1663,sync_1319,sync_1419,sync_1264,sync_410,sync_1307,sync_2117,sync_1569,sync_1020,sync_2969,sync_455,sync_1527,sync_135,sync_318,sync_264,sync_1653,sync_711,sync_3382,sync_285,sync_532,sync_500,sync_475,sync_344,sync_1408,sync_1640,sync_1233,sync_530,sync_211,sync_98,sync_86,sync_1273,sync_2858,sync_152,sync_323,sync_229,sync_494,sync_466,sync_118,sync_985,add_2475,sync_1708,sync_126,sync_1420,sync_305,del_825,sync_1350,sync_1844,sync_67,sync_2140,sync_1193",2,"[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]","[{0, 13, 15}, {5, 15}, {15}, {10, 15}, {15}]",0.952,163.852,43.838,1.327,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
39,"(None, 10, 5)",bad,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193","1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,2475,229,494,466,118,985,1708,126,1420,305,1350,1844,67,2140,1193","sync_1635,sync_1663,sync_1319,sync_1419,sync_1264,sync_410,sync_1307,sync_2117,sync_1569,sync_1020,sync_2969,sync_455,sync_1527,sync_135,sync_318,sync_264,sync_1653,sync_711,sync_3382,sync_285,sync_532,sync_500,sync_475,sync_344,sync_1408,sync_1640,sync_1233,sync_530,sync_211,sync_98,sync_86,sync_1273,sync_2858,sync_152,sync_323,add_2475,sync_229,sync_494,sync_466,sync_118,sync_985,sync_1708,sync_126,sync_1420,sync_305,del_825,sync_1350,sync_1844,sync_67,sync_2140,sync_1193",2,"[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]","[{0, 13, 15}, {10, 15}, {5, 15}, {15}, {15}]",0.956,163.852,80.796,1.278,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
40,"(None, 1, 0)",good,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847","1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1","sync_1834,sync_827,sync_1243,sync_1076,sync_1715,sync_3178,sync_2620,sync_181,sync_1773,sync_1416,sync_2828,sync_2188,sync_1085,sync_889,sync_1373,sync_1412,sync_1725,sync_1835,sync_1851,sync_1967,sync_1594,sync_2204,sync_1327,sync_1064,sync_2511,sync_2843,sync_936,sync_913,sync_1092,sync_1859,sync_1045,sync_3041,sync_1852,sync_2202,sync_2658,sync_1698,sync_2279,sync_2055,sync_2542,sync_1397,sync_2185,sync_1826,sync_2790,sync_3042,sync_821,sync_2350,sync_69,sync_542,sync_520,add_1,del_1847",1,"[{0, 7}, {14}, {2, 3}, {0, 14}, {1, 2, 14}]","[{3, 7}, {0, 7}, {2, 3}, {7}, {0, 1, 15}]",0.559,164.043,0.391,1.376,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
40,"(None, 10, 0)",bad,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847","1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,696,520","sync_1834,sync_827,sync_1243,sync_1076,sync_1715,sync_3178,sync_2620,sync_181,sync_1773,sync_1416,sync_2828,sync_2188,sync_1085,sync_889,sync_1373,sync_1412,sync_1725,sync_1835,sync_1851,sync_1967,sync_1594,sync_2204,sync_1327,sync_1064,sync_2511,sync_2843,sync_936,sync_913,sync_1092,sync_1859,sync_1045,sync_3041,sync_1852,sync_2202,sync_2658,sync_1698,sync_2279,sync_2055,sync_2542,sync_1397,sync_2185,sync_1826,sync_2790,sync_3042,sync_821,sync_2350,sync_69,sync_542,add_696,sync_520,del_1847",2,"[{0, 7}, {14}, {2, 3}, {0, 14}, {1, 2, 14}]","[{0, 7}, {0, 14}, {2, 3}, {7}, {15, 7}]",0.73,164.043,80.854,1.355,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
40,"(None, 1, 5)",bad,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847","1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,696,2350,69,542,520,1847","sync_1834,sync_827,sync_1243,sync_1076,sync_1715,sync_3178,sync_2620,sync_181,sync_1773,sync_1416,sync_2828,sync_2188,sync_1085,sync_889,sync_1373,sync_1412,sync_1725,sync_1835,sync_1851,sync_1967,sync_1594,sync_2204,sync_1327,sync_1064,sync_2511,sync_2843,sync_936,sync_913,sync_1092,sync_1859,sync_1045,sync_3041,sync_1852,sync_2202,sync_2658,sync_1698,sync_2279,sync_2055,sync_2542,sync_1397,sync_2185,sync_1826,sync_2790,sync_3042,add_696,del_821,sync_2350,sync_69,sync_542,sync_520,sync_1847",1,"[{0, 7}, {14}, {2, 3}, {0, 14}, {1, 2, 14}]","[{0, 7}, {14}, {7}, {2, 3}, {0, 16, 7}]",0.706,164.043,1.141,1.284,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
40,"(None, 5, 5)",good,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847","1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,696,2185,1826,2790,3042,2350,69,542,520,1847","sync_1834,sync_827,sync_1243,sync_1076,sync_1715,sync_3178,sync_2620,sync_181,sync_1773,sync_1416,sync_2828,sync_2188,sync_1085,sync_889,sync_1373,sync_1412,sync_1725,sync_1835,sync_1851,sync_1967,sync_1594,sync_2204,sync_1327,sync_1064,sync_2511,sync_2843,sync_936,sync_913,sync_1092,sync_1859,sync_1045,sync_3041,sync_1852,sync_2202,sync_2658,sync_1698,sync_2279,sync_2055,sync_2542,sync_1397,add_696,sync_2185,sync_1826,sync_2790,sync_3042,del_821,sync_2350,sync_69,sync_542,sync_520,sync_1847",2,"[{0, 7}, {14}, {2, 3}, {0, 14}, {1, 2, 14}]","[{0, 7}, {14}, {7}, {2, 3}, {0, 14}]",0.685,164.043,42.196,1.297,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
40,"(None, 10, 5)",good,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847","1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,696,1698,2279,2055,2542,1397,2185,1826,2790,3042,2350,69,542,520,1847","sync_1834,sync_827,sync_1243,sync_1076,sync_1715,sync_3178,sync_2620,sync_181,sync_1773,sync_1416,sync_2828,sync_2188,sync_1085,sync_889,sync_1373,sync_1412,sync_1725,sync_1835,sync_1851,sync_1967,sync_1594,sync_2204,sync_1327,sync_1064,sync_2511,sync_2843,sync_936,sync_913,sync_1092,sync_1859,sync_1045,sync_3041,sync_1852,sync_2202,sync_2658,add_696,sync_1698,sync_2279,sync_2055,sync_2542,sync_1397,sync_2185,sync_1826,sync_2790,sync_3042,del_821,sync_2350,sync_69,sync_542,sync_520,sync_1847",2,"[{0, 7}, {14}, {2, 3}, {0, 14}, {1, 2, 14}]","[{0, 7}, {14}, {0, 14}, {7}, {0, 16, 7}]",0.624,164.043,79.231,1.269,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
41,"(None, 1, 0)",bad,"1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,996","1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_1418,sync_65,sync_2092,sync_731,sync_351,sync_339,sync_1450,sync_1452,sync_1238,sync_1232,sync_560,sync_2233,sync_1241,sync_961,sync_247,sync_1447,sync_986,sync_946,sync_1451,sync_2122,sync_219,sync_3113,sync_1040,sync_122,add_4,del_996",1,"[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5}, {9, 5, 15}]","[{9, 12}, {9, 12}, {9, 12, 15}, {1, 2, 9}, {9, 12, 5}]",0.913,159.183,5.513,1.15,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
41,"(None, 10, 0)",bad,"1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,996","1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_1418,sync_65,sync_2092,sync_731,sync_351,sync_339,sync_1450,sync_1452,sync_1238,sync_1232,sync_560,sync_2233,sync_1241,sync_961,sync_247,sync_1447,sync_986,sync_946,sync_1451,sync_2122,sync_219,sync_3113,sync_1040,sync_122,add_4,del_996",1,"[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5}, {9, 5, 15}]","[{9, 12}, {9, 12}, {9, 12, 15}, {1, 2, 9}, {9, 12, 5}]",0.913,159.183,11.998,1.22,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
41,"(None, 1, 5)",bad,"1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,996","1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,3268,219,3113,1040,122,996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_1418,sync_65,sync_2092,sync_731,sync_351,sync_339,sync_1450,sync_1452,sync_1238,sync_1232,sync_560,sync_2233,sync_1241,sync_961,sync_247,sync_1447,sync_986,sync_946,sync_1451,add_3268,del_2122,sync_219,sync_3113,sync_1040,sync_122,sync_996",1,"[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5}, {9, 5, 15}]","[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5, 15}, {9, 5}]",0.908,159.183,1.305,1.174,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
41,"(None, 5, 5)",bad,"1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,996","1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,3268,1447,986,946,1451,219,3113,1040,122,996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_1418,sync_65,sync_2092,sync_731,sync_351,sync_339,sync_1450,sync_1452,sync_1238,sync_1232,sync_560,sync_2233,sync_1241,sync_961,sync_247,add_3268,sync_1447,sync_986,sync_946,sync_1451,del_2122,sync_219,sync_3113,sync_1040,sync_122,sync_996",2,"[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5}, {9, 5, 15}]","[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5, 15}, {9, 15, 5, 7}]",0.905,159.183,52.348,1.223,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
41,"(None, 10, 5)",bad,"1,1418,65,2092,731,351,339,1450,1452,1238,1232,560,2233,1241,961,247,1447,986,946,1451,2122,219,3113,1040,122,996","1,1418,65,2092,731,351,339,1450,1452,1238,1232,3268,560,2233,1241,961,247,1447,986,946,1451,219,3113,1040,122,996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_1418,sync_65,sync_2092,sync_731,sync_351,sync_339,sync_1450,sync_1452,sync_1238,sync_1232,add_3268,sync_560,sync_2233,sync_1241,sync_961,sync_247,sync_1447,sync_986,sync_946,sync_1451,del_2122,sync_219,sync_3113,sync_1040,sync_122,sync_996",2,"[{9, 12}, {9, 12}, {9, 12, 5}, {9, 5}, {9, 5, 15}]","[{9, 12}, {9, 12}, {9, 12, 5}, {9, 15, 5, 7}, {9, 5, 15}]",0.905,159.183,111.631,1.126,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
42,"(None, 1, 0)",good,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767","485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,30","sync_485,sync_2754,sync_455,sync_1308,sync_909,sync_2156,sync_476,sync_245,sync_52,sync_505,sync_318,sync_338,sync_478,sync_1097,sync_979,sync_2752,sync_40,sync_903,sync_1872,sync_492,sync_60,sync_220,sync_3386,sync_1107,sync_284,sync_1060,sync_358,sync_1892,sync_902,sync_329,sync_519,sync_449,sync_2246,sync_146,sync_440,sync_239,sync_229,sync_888,sync_372,sync_922,sync_465,sync_489,sync_1401,sync_2755,sync_1600,sync_483,sync_1906,sync_1369,sync_675,add_30,del_1767",1,"[{7}, {7}, {7}, {16, 17, 13, 7}, {0, 15, 7}]","[{2, 3}, {2, 3}, {3, 13}, {2, 3}, {7}]",0.418,169.412,0.593,1.536,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
42,"(None, 10, 0)",bad,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767","485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,30,1767","sync_485,sync_2754,sync_455,sync_1308,sync_909,sync_2156,sync_476,sync_245,sync_52,sync_505,sync_318,sync_338,sync_478,sync_1097,sync_979,sync_2752,sync_40,sync_903,sync_1872,sync_492,sync_60,sync_220,sync_3386,sync_1107,sync_284,sync_1060,sync_358,sync_1892,sync_902,sync_329,sync_519,sync_449,sync_2246,sync_146,sync_440,sync_239,sync_229,sync_888,sync_372,sync_922,sync_465,sync_489,sync_1401,sync_2755,sync_1600,sync_483,sync_1906,sync_1369,add_30,del_675,sync_1767",1,"[{7}, {7}, {7}, {16, 17, 13, 7}, {0, 15, 7}]","[{7}, {3, 13}, {3, 7}, {15, 7}, {16, 7}]",0.866,169.412,46.961,1.421,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
42,"(None, 1, 5)",bad,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767","485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,30,483,1906,1369,675,1767","sync_485,sync_2754,sync_455,sync_1308,sync_909,sync_2156,sync_476,sync_245,sync_52,sync_505,sync_318,sync_338,sync_478,sync_1097,sync_979,sync_2752,sync_40,sync_903,sync_1872,sync_492,sync_60,sync_220,sync_3386,sync_1107,sync_284,sync_1060,sync_358,sync_1892,sync_902,sync_329,sync_519,sync_449,sync_2246,sync_146,sync_440,sync_239,sync_229,sync_888,sync_372,sync_922,sync_465,sync_489,sync_1401,sync_2755,add_30,del_1600,sync_483,sync_1906,sync_1369,sync_675,sync_1767",1,"[{7}, {7}, {7}, {16, 17, 13, 7}, {0, 15, 7}]","[{13, 7}, {13, 7}, {3, 12, 5, 7}, {16, 17, 13, 7}, {11, 7}]",0.966,169.412,0.579,1.299,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
42,"(None, 5, 5)",bad,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767","485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,30,483,1906,1369,675,1767","sync_485,sync_2754,sync_455,sync_1308,sync_909,sync_2156,sync_476,sync_245,sync_52,sync_505,sync_318,sync_338,sync_478,sync_1097,sync_979,sync_2752,sync_40,sync_903,sync_1872,sync_492,sync_60,sync_220,sync_3386,sync_1107,sync_284,sync_1060,sync_358,sync_1892,sync_902,sync_329,sync_519,sync_449,sync_2246,sync_146,sync_440,sync_239,sync_229,sync_888,sync_372,sync_922,sync_465,sync_489,sync_1401,sync_2755,add_30,del_1600,sync_483,sync_1906,sync_1369,sync_675,sync_1767",1,"[{7}, {7}, {7}, {16, 17, 13, 7}, {0, 15, 7}]","[{13, 7}, {13, 7}, {3, 12, 5, 7}, {16, 17, 13, 7}, {11, 7}]",0.966,169.412,22.534,1.308,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
42,"(None, 10, 5)",bad,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767","485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,30,1600,483,1906,1369,675,1767","sync_485,sync_2754,sync_455,sync_1308,sync_909,sync_2156,sync_476,sync_245,sync_52,sync_505,sync_318,sync_338,sync_478,sync_1097,sync_979,sync_2752,sync_40,sync_903,sync_1872,sync_492,sync_60,sync_220,sync_3386,sync_1107,sync_284,sync_1060,sync_358,sync_1892,sync_902,sync_329,sync_519,sync_449,sync_2246,sync_146,sync_440,sync_239,sync_229,sync_888,sync_372,sync_922,sync_465,sync_489,sync_1401,add_30,del_2755,sync_1600,sync_483,sync_1906,sync_1369,sync_675,sync_1767",1,"[{7}, {7}, {7}, {16, 17, 13, 7}, {0, 15, 7}]","[{13, 7}, {13, 7}, {11, 7}, {16, 17, 13, 7}, {12, 13, 7}]",0.967,169.412,45.07,1.378,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
43,"(None, 1, 0)",bad,"1011,464,98,97,45,125,715,210,741,218,965,1009,744,539,377,63,65,759,78,990,991,114,644,1002,663,848,295,1005,1006,703,156,734,190,215,981,1019,323,529,971,212,27,677,278,1001,857,620,161,776,738,433","1011,464,98,97,45,125,715,210,741,218,965,1009,744,539,377,63,65,759,78,990,991,114,644,1002,663,848,295,1005,1006,703,156,734,190,215,981,1019,323,529,971,212,27,677,278,1001,857,620,161,776,738,524","sync_1011,sync_464,sync_98,sync_97,sync_45,sync_125,sync_715,sync_210,sync_741,sync_218,sync_965,sync_1009,sync_744,sync_539,sync_377,sync_63,sync_65,sync_759,sync_78,sync_990,sync_991,sync_114,sync_644,sync_1002,sync_663,sync_848,sync_295,sync_1005,sync_1006,sync_703,sync_156,sync_734,sync_190,sync_215,sync_981,sync_1019,sync_323,sync_529,sync_971,sync_212,sync_27,sync_677,sync_278,sync_1001,sync_857,sync_620,sync_161,sync_776,sync_738,add_524,del_433",1,"[{0, 14}, {0, 14, 15}, {0, 1, 8, 14}, {0, 15, 14, 7}, {3, 14}]","[{0, 14, 15}, {14, 15}, {3, 14}, {0, 14}, {12, 14, 15}]",0.95,164.484,0.752,1.635,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
